rarity,level,slot,total_multiplier
Mythic+,133,armor,5.09
Mythic+,133,generator,1.463
Mythic+,133,core,7.16
Mythic+,134,cannon,5.19
Mythic+,134,armor,5.19
Mythic+,134,generator,1.469
Mythic+,134,core,7.28
Mythic+,135,cannon,5.29
Mythic+,135,armor,5.29
Mythic+,135,generator,1.475
Mythic+,135,core,7.4
Mythic+,136,cannon,5.39
Mythic+,136,armor,5.39
Mythic+,136,generator,1.481
Mythic+,136,core,7.52
Mythic+,137,cannon,5.49
Mythic+,137,armor,5.49
Mythic+,137,generator,1.487
Mythic+,137,core,7.64
Mythic+,138,cannon,5.59
Mythic+,138,armor,5.59
Mythic+,138,generator,1.493
Mythic+,138,core,7.76
Mythic+,139,cannon,5.69
Mythic+,139,armor,5.69
Mythic+,139,generator,1.499
Mythic+,139,core,7.88
Mythic+,140,cannon,5.79
Mythic+,140,armor,5.79
Mythic+,140,generator,1.505
Mythic+,140,core,8.0
Mythic+,141,cannon,5.91
Mythic+,141,armor,5.91
Mythic+,141,generator,1.513
Mythic+,141,core,8.15
Mythic+,142,cannon,6.03
Mythic+,142,armor,6.03
Mythic+,142,generator,1.521
Mythic+,142,core,8.3
Mythic+,143,cannon,6.15
Mythic+,143,armor,6.15
Mythic+,143,generator,1.529
Mythic+,143,core,8.45
Mythic+,144,cannon,6.27
Mythic+,144,armor,6.27
Mythic+,144,generator,1.537
Mythic+,144,core,8.6
Mythic+,145,cannon,6.39
Mythic+,145,armor,6.39
Mythic+,145,generator,1.545
Mythic+,145,core,8.75
Mythic+,146,cannon,6.51
Mythic+,146,armor,6.51
Mythic+,146,generator,1.553
Mythic+,146,core,8.9
Mythic+,147,cannon,6.63
Mythic+,147,armor,6.63
Mythic+,147,generator,1.561
Mythic+,147,core,9.05
Mythic+,148,cannon,6.75
Mythic+,148,armor,6.75
Mythic+,148,generator,1.569
Mythic+,148,core,9.2
Mythic+,149,cannon,6.87
Mythic+,149,armor,6.87
Mythic+,149,generator,1.577
Mythic+,149,core,9.35
Mythic+,150,cannon,6.99
Mythic+,150,armor,6.99
Mythic+,150,generator,1.585
Mythic+,150,core,9.5
Mythic+,151,cannon,7.11
Mythic+,151,armor,7.11
Mythic+,151,generator,1.593
Mythic+,151,core,9.65
Mythic+,152,cannon,7.23
Mythic+,152,armor,7.23
Mythic+,152,generator,1.601
Mythic+,152,core,9.8
Mythic+,153,cannon,7.35
Mythic+,153,armor,7.35
Mythic+,153,generator,1.609
Mythic+,153,core,9.95
Mythic+,154,cannon,7.47
Mythic+,154,armor,7.47
Mythic+,154,generator,1.617
Mythic+,154,core,10.1
Mythic+,155,cannon,7.59
Mythic+,155,armor,7.59
Mythic+,155,generator,1.625
Mythic+,155,core,10.25
Mythic+,156,cannon,7.71
Mythic+,156,armor,7.71
Mythic+,156,generator,1.633
Mythic+,156,core,10.4
Mythic+,157,cannon,7.83
Mythic+,157,armor,7.83
Mythic+,157,generator,1.641
Mythic+,157,core,10.55
Mythic+,158,cannon,7.95
Mythic+,158,armor,7.95
Mythic+,158,generator,1.649
Mythic+,158,core,10.7
Mythic+,159,cannon,8.07
Mythic+,159,armor,8.07
Mythic+,159,generator,1.657
Mythic+,159,core,10.85
Mythic+,160,cannon,8.19
Mythic+,160,armor,8.19
Mythic+,160,generator,1.665
Mythic+,160,core,11.0
Mythic+,161,cannon,8.39
Mythic+,161,armor,8.39
Mythic+,161,generator,1.675
Mythic+,161,core,11.25
Mythic+,162,cannon,8.59
Mythic+,162,armor,8.59
Mythic+,162,generator,1.685
Mythic+,162,core,11.5
Mythic+,163,cannon,8.79
Mythic+,163,armor,8.79
Mythic+,163,generator,1.695
Mythic+,163,core,11.75
Mythic+,164,cannon,8.99
Mythic+,164,armor,8.99
Mythic+,164,generator,1.705
Mythic+,164,core,12.0
Mythic+,165,cannon,9.19
Mythic+,165,armor,9.19
Mythic+,165,generator,1.715
Mythic+,165,core,12.25
Mythic+,166,cannon,9.39
Mythic+,166,armor,9.39
Mythic+,166,generator,1.725
Mythic+,166,core,12.5
Mythic+,167,cannon,9.59
Mythic+,167,armor,9.59
Mythic+,167,generator,1.735
Mythic+,167,core,12.75
Mythic+,168,cannon,9.79
Mythic+,168,armor,9.79
Mythic+,168,generator,1.745
Mythic+,168,core,13.0
Mythic+,169,cannon,9.99
Mythic+,169,armor,9.99
Mythic+,169,generator,1.755
Mythic+,169,core,13.25
Mythic+,170,cannon,10.19
Mythic+,170,armor,10.19
Mythic+,170,generator,1.765
Mythic+,170,core,13.5
Mythic+,171,cannon,10.39
Mythic+,171,armor,10.39
Mythic+,171,generator,1.775
Mythic+,171,core,13.75
Mythic+,172,cannon,10.59
Mythic+,172,armor,10.59
Mythic+,172,generator,1.785
Mythic+,172,core,14.0
Mythic+,173,cannon,10.79
Mythic+,173,armor,10.79
Mythic+,173,generator,1.795
Mythic+,173,core,14.25
Mythic+,174,cannon,10.99
Mythic+,174,armor,10.99
Mythic+,174,generator,1.805
Mythic+,174,core,14.5
Mythic+,175,cannon,11.19
Mythic+,175,armor,11.19
Mythic+,175,generator,1.815
Mythic+,175,core,14.75
Mythic+,176,cannon,11.39
Mythic+,176,armor,11.39
Mythic+,176,generator,1.825
Mythic+,176,core,15.0
Mythic+,177,cannon,11.59
Mythic+,177,armor,11.59
Mythic+,177,generator,1.835
Mythic+,177,core,15.25
Mythic+,178,cannon,11.79
Mythic+,178,armor,11.79
Mythic+,178,generator,1.845
Mythic+,178,core,15.5
Mythic+,179,cannon,11.99
Mythic+,179,armor,11.99
Mythic+,179,generator,1.855
Mythic+,179,core,15.75
Mythic+,180,cannon,12.19
Mythic+,180,armor,12.19
Mythic+,180,generator,1.865
Mythic+,180,core,16.0
Mythic+,181,cannon,12.39
Mythic+,181,armor,12.39
Mythic+,181,generator,1.875
Mythic+,181,core,16.25
Mythic+,182,cannon,12.59
Mythic+,182,armor,12.59
Mythic+,182,generator,1.885
Mythic+,182,core,16.5
Mythic+,183,cannon,12.79
Mythic+,183,armor,12.79
Mythic+,183,generator,1.895
Mythic+,183,core,16.75
Mythic+,184,cannon,12.99
Mythic+,184,armor,12.99
Mythic+,184,generator,1.905
Mythic+,184,core,17.0
Mythic+,185,cannon,13.19
Mythic+,185,armor,13.19
Mythic+,185,generator,1.915
Mythic+,185,core,17.25
Mythic+,186,cannon,13.39
Mythic+,186,armor,13.39
Mythic+,186,generator,1.925
Mythic+,186,core,17.5
Mythic+,187,cannon,13.59
Mythic+,187,armor,13.59
Mythic+,187,generator,1.935
Mythic+,187,core,17.75
Mythic+,188,cannon,13.79
Mythic+,188,armor,13.79
Mythic+,188,generator,1.945
Mythic+,188,core,18.0
Mythic+,189,cannon,13.99
Mythic+,189,armor,13.99
Mythic+,189,generator,1.955
Mythic+,189,core,18.25
Mythic+,190,cannon,14.19
Mythic+,190,armor,14.19
Mythic+,190,generator,1.965
Mythic+,190,core,18.5
Mythic+,191,cannon,14.39
Mythic+,191,armor,14.39
Mythic+,191,generator,1.975
Mythic+,191,core,18.75
Mythic+,192,cannon,14.59
Mythic+,192,armor,14.59
Mythic+,192,generator,1.985
Mythic+,192,core,19.0
Mythic+,193,cannon,14.79
Mythic+,193,armor,14.79
Mythic+,193,generator,1.995
Mythic+,193,core,19.25
Mythic+,194,cannon,14.99
Mythic+,194,armor,14.99
Mythic+,194,generator,2.005
Mythic+,194,core,19.5
Mythic+,195,cannon,15.19
Mythic+,195,armor,15.19
Mythic+,195,generator,2.015
Mythic+,195,core,19.75
Mythic+,196,cannon,15.39
Mythic+,196,armor,15.39
Mythic+,196,generator,2.025
Mythic+,196,core,20.0
Mythic+,197,cannon,15.59
Mythic+,197,armor,15.59
Mythic+,197,generator,2.035
Mythic+,197,core,20.25
Mythic+,198,cannon,15.79
Mythic+,198,armor,15.79
Mythic+,198,generator,2.045
Mythic+,198,core,20.5
Mythic+,199,cannon,15.99
Mythic+,199,armor,15.99
Mythic+,199,generator,2.055
Mythic+,199,core,20.75
Mythic+,200,cannon,16.19
Mythic+,200,armor,16.19
Mythic+,200,generator,2.065
Mythic+,200,core,21.0
Mythic+,201,cannon,16.39
Mythic+,201,armor,16.39
Mythic+,201,generator,2.075
Mythic+,201,core,21.25
Mythic+,202,cannon,16.59
Mythic+,202,armor,16.59
Mythic+,202,generator,2.085
Mythic+,202,core,21.5
Mythic+,203,cannon,16.79
Mythic+,203,armor,16.79
Mythic+,203,generator,2.095
Mythic+,203,core,21.75
Mythic+,204,cannon,16.99
Mythic+,204,armor,16.99
Mythic+,204,generator,2.105
Mythic+,204,core,22.0
Mythic+,205,cannon,17.19
Mythic+,205,armor,17.19
Mythic+,205,generator,2.115
Mythic+,205,core,22.25
Mythic+,206,cannon,17.39
Mythic+,206,armor,17.39
Mythic+,206,generator,2.125
Mythic+,206,core,22.5
Mythic+,207,cannon,17.59
Mythic+,207,armor,17.59
Mythic+,207,generator,2.135
Mythic+,207,core,22.75
Mythic+,208,cannon,17.79
Mythic+,208,armor,17.79
Mythic+,208,generator,2.145
Mythic+,208,core,23.0
Mythic+,209,cannon,17.99
Mythic+,209,armor,17.99
Mythic+,209,generator,2.155
Mythic+,209,core,23.25
Mythic+,210,cannon,18.19
Mythic+,210,armor,18.19
Mythic+,210,generator,2.165
Mythic+,210,core,23.5
Mythic+,211,cannon,18.39
Mythic+,211,armor,18.39
Mythic+,211,generator,2.175
Mythic+,211,core,23.75
Mythic+,212,cannon,18.59
Mythic+,212,armor,18.59
Mythic+,212,generator,2.185
Mythic+,212,core,24.0
Mythic+,213,cannon,18.79
Mythic+,213,armor,18.79
Mythic+,213,generator,2.195
Mythic+,213,core,24.25
Mythic+,214,cannon,18.99
Mythic+,214,armor,18.99
Mythic+,214,generator,2.205
Mythic+,214,core,24.5
Mythic+,215,cannon,19.19
Mythic+,215,armor,19.19
Mythic+,215,generator,2.215
Mythic+,215,core,24.75
Mythic+,216,cannon,19.39
Mythic+,216,armor,19.39
Mythic+,216,generator,2.225
Mythic+,216,core,25.0
Mythic+,217,cannon,19.59
Mythic+,217,armor,19.59
Mythic+,217,generator,2.235
Mythic+,217,core,25.25
Mythic+,218,cannon,19.79
Mythic+,218,armor,19.79
Mythic+,218,generator,2.245
Mythic+,218,core,25.5
Mythic+,219,cannon,19.99
Mythic+,219,armor,19.99
Mythic+,219,generator,2.255
Mythic+,219,core,25.75
Mythic+,220,cannon,20.19
Mythic+,220,armor,20.19
Mythic+,220,generator,2.265
Mythic+,220,core,26.0
Mythic+,221,cannon,20.39
Mythic+,221,armor,20.39
Mythic+,221,generator,2.275
Mythic+,221,core,26.25
Mythic+,222,cannon,20.59
Mythic+,222,armor,20.59
Mythic+,222,generator,2.285
Mythic+,222,core,26.5
Mythic+,223,cannon,20.79
Mythic+,223,armor,20.79
Mythic+,223,generator,2.295
Mythic+,223,core,26.75
Mythic+,224,cannon,20.99
Mythic+,224,armor,20.99
Mythic+,224,generator,2.305
Mythic+,224,core,27.0
Mythic+,225,cannon,21.19
Mythic+,225,armor,21.19
Mythic+,225,generator,2.315
Mythic+,225,core,27.25
Mythic+,226,cannon,21.39
Mythic+,226,armor,21.39
Mythic+,226,generator,2.325
Mythic+,226,core,27.5
Mythic+,227,cannon,21.59
Mythic+,227,armor,21.59
Mythic+,227,generator,2.335
Mythic+,227,core,27.75
Mythic+,228,cannon,21.79
Mythic+,228,armor,21.79
Mythic+,228,generator,2.345
Mythic+,228,core,28.0
Mythic+,229,cannon,21.99
Mythic+,229,armor,21.99
Mythic+,229,generator,2.355
Mythic+,229,core,28.25
Mythic+,230,cannon,22.19
Mythic+,230,armor,22.19
Mythic+,230,generator,2.365
Mythic+,230,core,28.5
Mythic+,231,cannon,22.39
Mythic+,231,armor,22.39
Mythic+,231,generator,2.375
Mythic+,231,core,28.75
Mythic+,232,cannon,22.59
Mythic+,232,armor,22.59
Mythic+,232,generator,2.385
Mythic+,232,core,29.0
Mythic+,233,cannon,22.79
Mythic+,233,armor,22.79
Mythic+,233,generator,2.395
Mythic+,233,core,29.25
Mythic+,234,cannon,22.99
Mythic+,234,armor,22.99
Mythic+,234,generator,2.405
Mythic+,234,core,29.5
Mythic+,235,cannon,23.19
Mythic+,235,armor,23.19
Mythic+,235,generator,2.415
Mythic+,235,core,29.75
Mythic+,236,cannon,23.39
Mythic+,236,armor,23.39
Mythic+,236,generator,2.425
Mythic+,236,core,30.0
Mythic+,237,cannon,23.59
Mythic+,237,armor,23.59
Mythic+,237,generator,2.435
Mythic+,237,core,30.25
Mythic+,238,cannon,23.79
Mythic+,238,armor,23.79
Mythic+,238,generator,2.445
Mythic+,238,core,30.5
Mythic+,239,cannon,23.99
Mythic+,239,armor,23.99
Mythic+,239,generator,2.455
Mythic+,239,core,30.75
Mythic+,240,cannon,24.19
Mythic+,240,armor,24.19
Mythic+,240,generator,2.465
Mythic+,240,core,31.0
Mythic+,241,cannon,24.39
Mythic+,241,armor,24.39
Mythic+,241,generator,2.475
Mythic+,241,core,31.25
Mythic+,242,cannon,24.59
Mythic+,242,armor,24.59
Mythic+,242,generator,2.485
Mythic+,242,core,31.5
Mythic+,243,cannon,24.79
Mythic+,243,armor,24.79
Mythic+,243,generator,2.495
Mythic+,243,core,31.75
Mythic+,244,cannon,24.99
Mythic+,244,armor,24.99
Mythic+,244,generator,2.505
Mythic+,244,core,32.0
Mythic+,245,cannon,25.19
Mythic+,245,armor,25.19
Mythic+,245,generator,2.515
Mythic+,245,core,32.25
Mythic+,246,cannon,25.39
Mythic+,246,armor,25.39
Mythic+,246,generator,2.525
Mythic+,246,core,32.5
Mythic+,247,cannon,25.59
Mythic+,247,armor,25.59
Mythic+,247,generator,2.535
Mythic+,247,core,32.75
Mythic+,248,cannon,25.79
Mythic+,248,armor,25.79
Mythic+,248,generator,2.545
Mythic+,248,core,33.0
Mythic+,249,cannon,25.99
Mythic+,249,armor,25.99
Mythic+,249,generator,2.555
Mythic+,249,core,33.25
Mythic+,250,cannon,26.19
Mythic+,250,armor,26.19
Mythic+,250,generator,2.565
Mythic+,250,core,33.5
Mythic+,251,cannon,26.39
Mythic+,251,armor,26.39
Mythic+,251,generator,2.575
Mythic+,251,core,33.75
Mythic+,252,cannon,26.59
Mythic+,252,armor,26.59
Mythic+,252,generator,2.585
Mythic+,252,core,34.0
Mythic+,253,cannon,26.79
Mythic+,253,armor,26.79
Mythic+,253,generator,2.595
Mythic+,253,core,34.25
Mythic+,254,cannon,26.99
Mythic+,254,armor,26.99
Mythic+,254,generator,2.605
Mythic+,254,core,34.5
Mythic+,255,cannon,27.19
Mythic+,255,armor,27.19
Mythic+,255,generator,2.615
Mythic+,255,core,34.75
Mythic+,256,cannon,27.39
Mythic+,256,armor,27.39
Mythic+,256,generator,2.625
Mythic+,256,core,35.0
Mythic+,257,cannon,27.59
Mythic+,257,armor,27.59
Mythic+,257,generator,2.635
Mythic+,257,core,35.25
Mythic+,258,cannon,27.79
Mythic+,258,armor,27.79
Mythic+,258,generator,2.645
Mythic+,258,core,35.5
Mythic+,259,cannon,27.99
Mythic+,259,armor,27.99
Mythic+,259,generator,2.655
Mythic+,259,core,35.75
Mythic+,260,cannon,28.19
Mythic+,260,armor,28.19
Mythic+,260,generator,2.665
Mythic+,260,core,36.0
Mythic+,261,cannon,28.39
Mythic+,261,armor,28.39
Mythic+,261,generator,2.675
Mythic+,261,core,36.25
Mythic+,262,cannon,28.59
Mythic+,262,armor,28.59
Mythic+,262,generator,2.685
Mythic+,262,core,36.5
Mythic+,263,cannon,28.79
Mythic+,263,armor,28.79
Mythic+,263,generator,2.695
Mythic+,263,core,36.75
Mythic+,264,cannon,28.99
Mythic+,264,armor,28.99
Mythic+,264,generator,2.705
Mythic+,264,core,37.0
Mythic+,265,cannon,29.19
Mythic+,265,armor,29.19
Mythic+,265,generator,2.715
Mythic+,265,core,37.25
Mythic+,266,cannon,29.39
Mythic+,266,armor,29.39
Mythic+,266,generator,2.725
Mythic+,266,core,37.5
Mythic+,267,cannon,29.59
Mythic+,267,armor,29.59
Mythic+,267,generator,2.735
Mythic+,267,core,37.75
Mythic+,268,cannon,29.79
Mythic+,268,armor,29.79
Mythic+,268,generator,2.745
Mythic+,268,core,38.0
Mythic+,269,cannon,29.99
Mythic+,269,armor,29.99
Mythic+,269,generator,2.755
Mythic+,269,core,38.25
Mythic+,270,cannon,30.19
Mythic+,270,armor,30.19
Mythic+,270,generator,2.765
Mythic+,270,core,38.5
Mythic+,271,cannon,30.39
Mythic+,271,armor,30.39
Mythic+,271,generator,2.775
Mythic+,271,core,38.75
Mythic+,272,cannon,30.59
Mythic+,272,armor,30.59
Mythic+,272,generator,2.785
Mythic+,272,core,39.0
Mythic+,273,cannon,30.79
Mythic+,273,armor,30.79
Mythic+,273,generator,2.795
Mythic+,273,core,39.25
Mythic+,274,cannon,30.99
Mythic+,274,armor,30.99
Mythic+,274,generator,2.805
Mythic+,274,core,39.5
Mythic+,275,cannon,31.19
Mythic+,275,armor,31.19
Mythic+,275,generator,2.815
Mythic+,275,core,39.75
Mythic+,276,cannon,31.39
Mythic+,276,armor,31.39
Mythic+,276,generator,2.825
Mythic+,276,core,40.0
Mythic+,277,cannon,31.59
Mythic+,277,armor,31.59
Mythic+,277,generator,2.835
Mythic+,277,core,40.25
Mythic+,278,cannon,31.79
Mythic+,278,armor,31.79
Mythic+,278,generator,2.845
Mythic+,278,core,40.5
Mythic+,279,cannon,31.99
Mythic+,279,armor,31.99
Mythic+,279,generator,2.855
Mythic+,279,core,40.75
Mythic+,280,cannon,32.19
Mythic+,280,armor,32.19
Mythic+,280,generator,2.865
Mythic+,280,core,41.0
Mythic+,281,cannon,32.39
Mythic+,281,armor,32.39
Mythic+,281,generator,2.875
Mythic+,281,core,41.25
Mythic+,282,cannon,32.59
Mythic+,282,armor,32.59
Mythic+,282,generator,2.885
Mythic+,282,core,41.5
Mythic+,283,cannon,32.79
Mythic+,283,armor,32.79
Mythic+,283,generator,2.895
Mythic+,283,core,41.75
Mythic+,284,cannon,32.99
Mythic+,284,armor,32.99
Mythic+,284,generator,2.905
Mythic+,284,core,42.0
Mythic+,285,cannon,33.19
Mythic+,285,armor,33.19
Mythic+,285,generator,2.915
Mythic+,285,core,42.25
Mythic+,286,cannon,33.39
Mythic+,286,armor,33.39
Mythic+,286,generator,2.925
Mythic+,286,core,42.5
Mythic+,287,cannon,33.59
Mythic+,287,armor,33.59
Mythic+,287,generator,2.935
Mythic+,287,core,42.75
Mythic+,288,cannon,33.79
Mythic+,288,armor,33.79
Mythic+,288,generator,2.945
Mythic+,288,core,43.0
Mythic+,289,cannon,33.99
Mythic+,289,armor,33.99
Mythic+,289,generator,2.955
Mythic+,289,core,43.25
Mythic+,290,cannon,34.19
Mythic+,290,armor,34.19
Mythic+,290,generator,2.965
Mythic+,290,core,43.5
Mythic+,291,cannon,34.39
Mythic+,291,armor,34.39
Mythic+,291,generator,2.975
Mythic+,291,core,43.75
Mythic+,292,cannon,34.59
Mythic+,292,armor,34.59
Mythic+,292,generator,2.985
Mythic+,292,core,44.0
Mythic+,293,cannon,34.79
Mythic+,293,armor,34.79
Mythic+,293,generator,2.995
Mythic+,293,core,44.25
Mythic+,294,cannon,34.99
Mythic+,294,armor,34.99
Mythic+,294,generator,3.005
Mythic+,294,core,44.5
Mythic+,295,cannon,35.19
Mythic+,295,armor,35.19
Mythic+,295,generator,3.015
Mythic+,295,core,44.75
Mythic+,296,cannon,35.39
Mythic+,296,armor,35.39
Mythic+,296,generator,3.025
Mythic+,296,core,45.0
Mythic+,297,cannon,35.59
Mythic+,297,armor,35.59
Mythic+,297,generator,3.035
Mythic+,297,core,45.25
Mythic+,298,cannon,35.79
Mythic+,298,armor,35.79
Mythic+,298,generator,3.045
Mythic+,298,core,45.5
Mythic+,299,cannon,35.99
Mythic+,299,armor,35.99
Mythic+,299,generator,3.055
Mythic+,299,core,45.75
Mythic+,300,cannon,36.19
Mythic+,300,armor,36.19
Mythic+,300,generator,3.065
Mythic+,300,core,46.0
Ancestral,1,cannon,1.302
Ancestral,1,armor,1.302
Ancestral,1,generator,1.041
Ancestral,1,core,1.41
Ancestral,2,cannon,1.304
Ancestral,2,armor,1.304
Ancestral,2,generator,1.042
Ancestral,2,core,1.42
Ancestral,3,cannon,1.306
Ancestral,3,armor,1.306
Ancestral,3,generator,1.043
Ancestral,3,core,1.43
Ancestral,4,cannon,1.308
Ancestral,4,armor,1.308
Ancestral,4,generator,1.044
Ancestral,4,core,1.44
Ancestral,5,cannon,1.31
Ancestral,5,armor,1.31
Ancestral,5,generator,1.045
Ancestral,5,core,1.45
Ancestral,6,cannon,1.312
Ancestral,6,armor,1.312
Ancestral,6,generator,1.046
Ancestral,6,core,1.46
Ancestral,7,cannon,1.314
Ancestral,7,armor,1.314
Ancestral,7,generator,1.047
Ancestral,7,core,1.47
Ancestral,8,cannon,1.316
Ancestral,8,armor,1.316
Ancestral,8,generator,1.048
Ancestral,8,core,1.48
Ancestral,9,cannon,1.318
Ancestral,9,armor,1.318
Ancestral,9,generator,1.049
Ancestral,9,core,1.49
Ancestral,10,cannon,1.32
Ancestral,10,armor,1.32
Ancestral,10,generator,1.05
Ancestral,10,core,1.5
Ancestral,11,cannon,1.322
Ancestral,11,armor,1.322
Ancestral,11,generator,1.051
Ancestral,11,core,1.51
Ancestral,12,cannon,1.324
Ancestral,12,armor,1.324
Ancestral,12,generator,1.052
Ancestral,12,core,1.52
Ancestral,13,cannon,1.326
Ancestral,13,armor,1.326
Ancestral,13,generator,1.053
Ancestral,13,core,1.53
Ancestral,14,cannon,1.328
Ancestral,14,armor,1.328
Ancestral,14,generator,1.054
Ancestral,14,core,1.54
Ancestral,15,cannon,1.33
Ancestral,15,armor,1.33
Ancestral,15,generator,1.055
Ancestral,15,core,1.55
Ancestral,16,cannon,1.332
Ancestral,16,armor,1.332
Ancestral,16,generator,1.056
Ancestral,16,core,1.56
Ancestral,17,cannon,1.334
Ancestral,17,armor,1.334
Ancestral,17,generator,1.057
Ancestral,17,core,1.57
Ancestral,18,cannon,1.336
Ancestral,18,armor,1.336
Ancestral,18,generator,1.058
Ancestral,18,core,1.58
Ancestral,19,cannon,1.338
Ancestral,19,armor,1.338
Ancestral,19,generator,1.059
Ancestral,19,core,1.59
Ancestral,20,cannon,1.34
Ancestral,20,armor,1.34
Ancestral,20,generator,1.06
Ancestral,20,core,1.6
Ancestral,21,cannon,1.344
Ancestral,21,armor,1.344
Ancestral,21,generator,1.061
Ancestral,21,core,1.615
Ancestral,22,cannon,1.348
Ancestral,22,armor,1.348
Ancestral,22,generator,1.062
Ancestral,22,core,1.63
Ancestral,23,cannon,1.352
Ancestral,23,armor,1.352
Ancestral,23,generator,1.063
Ancestral,23,core,1.645
Ancestral,24,cannon,1.356
Ancestral,24,armor,1.356
Ancestral,24,generator,1.064
Ancestral,24,core,1.66
Ancestral,25,cannon,1.36
Ancestral,25,armor,1.36
Ancestral,25,generator,1.065
Ancestral,25,core,1.675
Ancestral,26,cannon,1.364
Ancestral,26,armor,1.364
Ancestral,26,generator,1.066
Ancestral,26,core,1.69
Ancestral,27,cannon,1.368
Ancestral,27,armor,1.368
Ancestral,27,generator,1.067
Ancestral,27,core,1.705
Ancestral,28,cannon,1.372
Ancestral,28,armor,1.372
Ancestral,28,generator,1.068
Ancestral,28,core,1.72
Ancestral,29,cannon,1.376
Ancestral,29,armor,1.376
Ancestral,29,generator,1.069
Ancestral,29,core,1.735
Ancestral,30,cannon,1.38
Ancestral,30,armor,1.38
Ancestral,30,generator,1.07
Ancestral,30,core,1.75
Ancestral,31,cannon,1.386
Ancestral,31,armor,1.386
Ancestral,31,generator,1.072
Ancestral,31,core,1.77
Ancestral,32,cannon,1.392
Ancestral,32,armor,1.392
Ancestral,32,generator,1.074
Ancestral,32,core,1.79
Ancestral,33,cannon,1.398
Ancestral,33,armor,1.398
Ancestral,33,generator,1.076
Ancestral,33,core,1.81
Ancestral,34,cannon,1.404
Ancestral,34,armor,1.404
Ancestral,34,generator,1.078
Ancestral,34,core,1.83
Ancestral,35,cannon,1.41
Ancestral,35,armor,1.41
Ancestral,35,generator,1.08
Ancestral,35,core,1.85
Ancestral,36,cannon,1.416
Ancestral,36,armor,1.416
Ancestral,36,generator,1.082
Ancestral,36,core,1.87
Ancestral,37,cannon,1.422
Ancestral,37,armor,1.422
Ancestral,37,generator,1.084
Ancestral,37,core,1.89
Ancestral,38,cannon,1.428
Ancestral,38,armor,1.428
Ancestral,38,generator,1.086
Ancestral,38,core,1.91
Ancestral,39,cannon,1.434
Ancestral,39,armor,1.434
Ancestral,39,generator,1.088
Ancestral,39,core,1.93
Ancestral,40,cannon,1.44
Ancestral,40,armor,1.44
Ancestral,40,generator,1.09
Ancestral,40,core,1.95
Ancestral,41,cannon,1.448
Ancestral,41,armor,1.448
Ancestral,41,generator,1.093
Ancestral,41,core,1.975
Ancestral,42,cannon,1.456
Ancestral,42,armor,1.456
Ancestral,42,generator,1.096
Ancestral,42,core,2.0
Ancestral,43,cannon,1.464
Ancestral,43,armor,1.464
Ancestral,43,generator,1.099
Ancestral,43,core,2.025
Ancestral,44,cannon,1.472
Ancestral,44,armor,1.472
Ancestral,44,generator,1.102
Ancestral,44,core,2.05
Ancestral,45,cannon,1.48
Ancestral,45,armor,1.48
Ancestral,45,generator,1.105
Ancestral,45,core,2.075
Ancestral,46,cannon,1.488
Ancestral,46,armor,1.488
Ancestral,46,generator,1.108
Ancestral,46,core,2.1
Ancestral,47,cannon,1.496
Ancestral,47,armor,1.496
Ancestral,47,generator,1.111
Ancestral,47,core,2.125
Ancestral,48,cannon,1.504
Ancestral,48,armor,1.504
Ancestral,48,generator,1.114
Ancestral,48,core,2.15
Ancestral,49,cannon,1.512
Ancestral,49,armor,1.512
Ancestral,49,generator,1.117
Ancestral,49,core,2.175
Ancestral,50,cannon,1.52
Ancestral,50,armor,1.52
Ancestral,50,generator,1.12
Ancestral,50,core,2.2
Ancestral,51,cannon,1.528
Ancestral,51,armor,1.528
Ancestral,51,generator,1.123
Ancestral,51,core,2.225
Ancestral,52,cannon,1.536
Ancestral,52,armor,1.536
Ancestral,52,generator,1.126
Ancestral,52,core,2.25
Ancestral,53,cannon,1.544
Ancestral,53,armor,1.544
Ancestral,53,generator,1.129
Ancestral,53,core,2.275
Ancestral,54,cannon,1.552
Ancestral,54,armor,1.552
Ancestral,54,generator,1.132
Ancestral,54,core,2.3
Ancestral,55,cannon,1.56
Ancestral,55,armor,1.56
Ancestral,55,generator,1.135
Ancestral,55,core,2.325
Ancestral,56,cannon,1.568
Ancestral,56,armor,1.568
Ancestral,56,generator,1.138
Ancestral,56,core,2.35
Ancestral,57,cannon,1.576
Ancestral,57,armor,1.576
Ancestral,57,generator,1.141
Ancestral,57,core,2.375
Ancestral,58,cannon,1.584
Ancestral,58,armor,1.584
Ancestral,58,generator,1.144
Ancestral,58,core,2.4
Ancestral,59,cannon,1.592
Ancestral,59,armor,1.592
Ancestral,59,generator,1.147
Ancestral,59,core,2.425
Ancestral,60,cannon,1.6
Ancestral,60,armor,1.6
Ancestral,60,generator,1.15
Ancestral,60,core,2.45
Ancestral,61,cannon,1.612
Ancestral,61,armor,1.612
Ancestral,61,generator,1.153
Ancestral,61,core,2.48
Ancestral,62,cannon,1.624
Ancestral,62,armor,1.624
Ancestral,62,generator,1.156
Ancestral,62,core,2.51
Ancestral,63,cannon,1.636
Ancestral,63,armor,1.636
Ancestral,63,generator,1.159
Ancestral,63,core,2.54
Ancestral,64,cannon,1.648
Ancestral,64,armor,1.648
Ancestral,64,generator,1.162
Ancestral,64,core,2.57
Ancestral,65,cannon,1.66
Ancestral,65,armor,1.66
Ancestral,65,generator,1.165
Ancestral,65,core,2.6
Ancestral,66,cannon,1.672
