wave,surface,enemy_health,source_class,source_file
3000,Tier 11,5.309999999999999e+21,repo_raw_table,enemy_health_table.csv
3500,Tier 11,1.3701e+23,repo_raw_table,enemy_health_table.csv
4500,Tier 11,9.493e+25,repo_raw_table,enemy_health_table.csv
5000,Tier 11,1.9200000000000003e+27,repo_raw_table,enemy_health_table.csv
5500,Tier 11,4.872e+28,repo_raw_table,enemy_health_table.csv
6000,Tier 11,1.03e+30,repo_raw_table,enemy_health_table.csv
6500,Tier 11,2.1929999999999997e+31,repo_raw_table,enemy_health_table.csv
7000,Tier 11,5.1691e+32,repo_raw_table,enemy_health_table.csv
7500,Tier 11,1.1099999999999998e+34,repo_raw_table,enemy_health_table.csv
8000,Tier 11,2.094e+35,repo_raw_table,enemy_health_table.csv
8500,Tier 11,4.76e+36,repo_raw_table,enemy_health_table.csv
9000,Tier 11,9.973e+37,repo_raw_table,enemy_health_table.csv
9500,Tier 11,1.8399999999999998e+39,repo_raw_table,enemy_health_table.csv
10000,Tier 11,3.5329999999999995e+40,repo_raw_table,enemy_health_table.csv
10500,Tier 11,6.8599e+41,repo_raw_table,enemy_health_table.csv
11000,Tier 11,1.475e+43,repo_raw_table,enemy_health_table.csv
11500,Tier 11,2.4947e+44,repo_raw_table,enemy_health_table.csv
12000,Tier 11,5.2899999999999994e+45,repo_raw_table,enemy_health_table.csv
12500,Tier 11,8.375e+46,repo_raw_table,enemy_health_table.csv
13000,Tier 11,1.86e+48,repo_raw_table,enemy_health_table.csv
13500,Tier 11,4.533e+49,repo_raw_table,enemy_health_table.csv
14500,Tier 11,1.48e+52,repo_raw_table,enemy_health_table.csv
15000,Tier 11,2.5027e+53,repo_raw_table,enemy_health_table.csv
15500,Tier 11,4.9400000000000004e+54,repo_raw_table,enemy_health_table.csv
16000,Tier 11,8.877e+55,repo_raw_table,enemy_health_table.csv
16500,Tier 11,1.69e+57,repo_raw_table,enemy_health_table.csv
17000,Tier 11,2.905e+58,repo_raw_table,enemy_health_table.csv
17500,Tier 11,5.5524000000000005e+59,repo_raw_table,enemy_health_table.csv
18000,Tier 11,1.125e+61,repo_raw_table,enemy_health_table.csv
18500,Tier 11,1.8489e+62,repo_raw_table,enemy_health_table.csv
19000,Tier 11,3.55e+63,repo_raw_table,enemy_health_table.csv
19500,Tier 11,6.42e+64,repo_raw_table,enemy_health_table.csv
20000,Tier 11,1.08e+66,repo_raw_table,enemy_health_table.csv
21000,Tier 11,4.7777e+68,repo_raw_table,enemy_health_table.csv
22000,Tier 11,1.4426e+71,repo_raw_table,enemy_health_table.csv
23000,Tier 11,4.4870000000000004e+73,repo_raw_table,enemy_health_table.csv
24000,Tier 11,1.441e+76,repo_raw_table,enemy_health_table.csv
25000,Tier 11,4.3400000000000005e+78,repo_raw_table,enemy_health_table.csv
30000,Tier 11,1.684e+91,repo_raw_table,enemy_health_table.csv
35000,Tier 11,5.1229999999999986e+103,repo_raw_table,enemy_health_table.csv
40000,Tier 11,1.41e+116,repo_raw_table,enemy_health_table.csv
45000,Tier 11,4.15e+128,repo_raw_table,enemy_health_table.csv
50000,Tier 11,1.01e+141,repo_raw_table,enemy_health_table.csv
55000,Tier 11,3.05e+153,repo_raw_table,enemy_health_table.csv
60000,Tier 11,6.57e+165,repo_raw_table,enemy_health_table.csv
65000,Tier 11,1.83e+178,repo_raw_table,enemy_health_table.csv
70000,Tier 11,4.28e+190,repo_raw_table,enemy_health_table.csv
75000,Tier 11,1.16e+203,repo_raw_table,enemy_health_table.csv
80000,Tier 11,2.31e+215,repo_raw_table,enemy_health_table.csv
85000,Tier 11,7.08e+227,repo_raw_table,enemy_health_table.csv
90000,Tier 11,1.6e+240,repo_raw_table,enemy_health_table.csv
95000,Tier 11,3.06e+252,repo_raw_table,enemy_health_table.csv
100000,Tier 11,7.34e+264,repo_raw_table,enemy_health_table.csv
1,Tier 12,3700000000.0,repo_raw_table,enemy_health_table.csv
10,Tier 12,31970000000.0,repo_raw_table,enemy_health_table.csv
20,Tier 12,113600000000.0,repo_raw_table,enemy_health_table.csv
30,Tier 12,292370000000.0,repo_raw_table,enemy_health_table.csv
40,Tier 12,566700000000.0,repo_raw_table,enemy_health_table.csv
50,Tier 12,1050000000000.0,repo_raw_table,enemy_health_table.csv
60,Tier 12,1830000000000.0,repo_raw_table,enemy_health_table.csv
70,Tier 12,2690000000000.0,repo_raw_table,enemy_health_table.csv
80,Tier 12,4280000000000.001,repo_raw_table,enemy_health_table.csv
90,Tier 12,6630000000000.0,repo_raw_table,enemy_health_table.csv
100,Tier 12,10550000000000.0,repo_raw_table,enemy_health_table.csv
150,Tier 12,43660000000000.0,repo_raw_table,enemy_health_table.csv
200,Tier 12,144130000000000.0,repo_raw_table,enemy_health_table.csv
250,Tier 12,383790000000000.0,repo_raw_table,enemy_health_table.csv
300,Tier 12,890400000000000.0,repo_raw_table,enemy_health_table.csv
400,Tier 12,3830000000000000.0,repo_raw_table,enemy_health_table.csv
500,Tier 12,1.316e+16,repo_raw_table,enemy_health_table.csv
750,Tier 12,1.9881e+17,repo_raw_table,enemy_health_table.csv
1000,Tier 12,2.32e+18,repo_raw_table,enemy_health_table.csv
1250,Tier 12,1.6850000000000002e+19,repo_raw_table,enemy_health_table.csv
1500,Tier 12,1.2746e+20,repo_raw_table,enemy_health_table.csv
2000,Tier 12,5.730000000000001e+21,repo_raw_table,enemy_health_table.csv
2500,Tier 12,1.7230000000000002e+23,repo_raw_table,enemy_health_table.csv
3000,Tier 12,6.04e+24,repo_raw_table,enemy_health_table.csv
3500,Tier 12,1.5781e+26,repo_raw_table,enemy_health_table.csv
4500,Tier 12,1.1158000000000001e+29,repo_raw_table,enemy_health_table.csv
5000,Tier 12,2.28e+30,repo_raw_table,enemy_health_table.csv
5500,Tier 12,5.820000000000001e+31,repo_raw_table,enemy_health_table.csv
6000,Tier 12,1.24e+33,repo_raw_table,enemy_health_table.csv
6500,Tier 12,2.655e+34,repo_raw_table,enemy_health_table.csv
7000,Tier 12,6.2957e+35,repo_raw_table,enemy_health_table.csv
7500,Tier 12,1.3589999999999998e+37,repo_raw_table,enemy_health_table.csv
8000,Tier 12,2.5779000000000003e+38,repo_raw_table,enemy_health_table.csv
8500,Tier 12,5.889999999999999e+39,repo_raw_table,enemy_health_table.csv
9000,Tier 12,1.2394e+41,repo_raw_table,enemy_health_table.csv
9500,Tier 12,2.2900000000000002e+42,repo_raw_table,enemy_health_table.csv
10000,Tier 12,4.428e+43,repo_raw_table,enemy_health_table.csv
10500,Tier 12,8.631300000000001e+44,repo_raw_table,enemy_health_table.csv
11000,Tier 12,1.863e+46,repo_raw_table,enemy_health_table.csv
11500,Tier 12,3.1619e+47,repo_raw_table,enemy_health_table.csv
12000,Tier 12,6.73e+48,repo_raw_table,enemy_health_table.csv
12500,Tier 12,1.0686e+50,repo_raw_table,enemy_health_table.csv
13000,Tier 12,2.38e+51,repo_raw_table,enemy_health_table.csv
13500,Tier 12,5.82e+52,repo_raw_table,enemy_health_table.csv
14500,Tier 12,1.9120000000000003e+55,repo_raw_table,enemy_health_table.csv
15000,Tier 12,3.2403e+56,repo_raw_table,enemy_health_table.csv
15500,Tier 12,6.41e+57,repo_raw_table,enemy_health_table.csv
16000,Tier 12,1.1553e+59,repo_raw_table,enemy_health_table.csv
16500,Tier 12,2.2e+60,repo_raw_table,enemy_health_table.csv
17000,Tier 12,3.799e+61,repo_raw_table,enemy_health_table.csv
17500,Tier 12,7.2782e+62,repo_raw_table,enemy_health_table.csv
18000,Tier 12,1.4770000000000002e+64,repo_raw_table,enemy_health_table.csv
18500,Tier 12,2.4344e+65,repo_raw_table,enemy_health_table.csv
19000,Tier 12,4.69e+66,repo_raw_table,enemy_health_table.csv
19500,Tier 12,8.488999999999999e+67,repo_raw_table,enemy_health_table.csv
20000,Tier 12,1.43e+69,repo_raw_table,enemy_health_table.csv
21000,Tier 12,6.354900000000002e+71,repo_raw_table,enemy_health_table.csv
22000,Tier 12,1.9259999999999998e+74,repo_raw_table,enemy_health_table.csv
23000,Tier 12,6.011999999999999e+76,repo_raw_table,enemy_health_table.csv
24000,Tier 12,1.938e+79,repo_raw_table,enemy_health_table.csv
25000,Tier 12,5.86e+81,repo_raw_table,enemy_health_table.csv
30000,Tier 12,2.3050000000000003e+94,repo_raw_table,enemy_health_table.csv
35000,Tier 12,7.099e+106,repo_raw_table,enemy_health_table.csv
40000,Tier 12,1.97e+119,repo_raw_table,enemy_health_table.csv
45000,Tier 12,5.87e+131,repo_raw_table,enemy_health_table.csv
50000,Tier 12,1.4400000000000001e+144,repo_raw_table,enemy_health_table.csv
55000,Tier 12,4.38e+156,repo_raw_table,enemy_health_table.csv
60000,Tier 12,9.51e+168,repo_raw_table,enemy_health_table.csv
65000,Tier 12,2.66e+181,repo_raw_table,enemy_health_table.csv
70000,Tier 12,6.27e+193,repo_raw_table,enemy_health_table.csv
75000,Tier 12,1.7e+206,repo_raw_table,enemy_health_table.csv
80000,Tier 12,3.4200000000000003e+218,repo_raw_table,enemy_health_table.csv
85000,Tier 12,1.05e+231,repo_raw_table,enemy_health_table.csv
90000,Tier 12,2.39e+243,repo_raw_table,enemy_health_table.csv
95000,Tier 12,4.59e+255,repo_raw_table,enemy_health_table.csv
100000,Tier 12,1.11e+268,repo_raw_table,enemy_health_table.csv
1,Tier 13,1850000000000.0,repo_raw_table,enemy_health_table.csv
10,Tier 13,18390000000000.0,repo_raw_table,enemy_health_table.csv
20,Tier 13,73870000000000.0,repo_raw_table,enemy_health_table.csv
30,Tier 13,204700000000000.0,repo_raw_table,enemy_health_table.csv
40,Tier 13,417150000000000.0,repo_raw_table,enemy_health_table.csv
50,Tier 13,802450000000000.0,repo_raw_table,enemy_health_table.csv
60,Tier 13,1440000000000000.0,repo_raw_table,enemy_health_table.csv
70,Tier 13,2170000000000000.0,repo_raw_table,enemy_health_table.csv
80,Tier 13,3520000000000000.0,repo_raw_table,enemy_health_table.csv
90,Tier 13,5540000000000000.0,repo_raw_table,enemy_health_table.csv
100,Tier 13,8960000000000002.0,repo_raw_table,enemy_health_table.csv
150,Tier 13,3.924e+16,repo_raw_table,enemy_health_table.csv
200,Tier 13,1.3461000000000002e+17,repo_raw_table,enemy_health_table.csv
250,Tier 13,3.6903e+17,repo_raw_table,enemy_health_table.csv
300,Tier 13,8.7646e+17,repo_raw_table,enemy_health_table.csv
400,Tier 13,3.91e+18,repo_raw_table,enemy_health_table.csv
500,Tier 13,1.382e+19,repo_raw_table,enemy_health_table.csv
750,Tier 13,2.1944e+20,repo_raw_table,enemy_health_table.csv
1000,Tier 13,2.65e+21,repo_raw_table,enemy_health_table.csv
1250,Tier 13,1.979e+22,repo_raw_table,enemy_health_table.csv
1500,Tier 13,1.531e+23,repo_raw_table,enemy_health_table.csv
2000,Tier 13,7.13e+24,repo_raw_table,enemy_health_table.csv
2500,Tier 13,2.2015e+26,repo_raw_table,enemy_health_table.csv
3000,Tier 13,7.88e+27,repo_raw_table,enemy_health_table.csv
3500,Tier 13,2.0999999999999998e+29,repo_raw_table,enemy_health_table.csv
4500,Tier 13,1.5303999999999998e+32,repo_raw_table,enemy_health_table.csv
5000,Tier 13,3.16e+33,repo_raw_table,enemy_health_table.csv
5500,Tier 13,8.176999999999999e+34,repo_raw_table,enemy_health_table.csv
6000,Tier 13,1.7600000000000002e+36,repo_raw_table,enemy_health_table.csv
6500,Tier 13,3.8060000000000006e+37,repo_raw_table,enemy_health_table.csv
7000,Tier 13,9.106299999999999e+38,repo_raw_table,enemy_health_table.csv
7500,Tier 13,1.982e+40,repo_raw_table,enemy_health_table.csv
8000,Tier 13,3.7891e+41,repo_raw_table,enemy_health_table.csv
8500,Tier 13,8.720000000000001e+42,repo_raw_table,enemy_health_table.csv
9000,Tier 13,1.8477000000000003e+44,repo_raw_table,enemy_health_table.csv
9500,Tier 13,3.44e+45,repo_raw_table,enemy_health_table.csv
10000,Tier 13,6.684999999999999e+46,repo_raw_table,enemy_health_table.csv
10500,Tier 13,1.31e+48,repo_raw_table,enemy_health_table.csv
11000,Tier 13,2.845e+49,repo_raw_table,enemy_health_table.csv
11500,Tier 13,4.8546e+50,repo_raw_table,enemy_health_table.csv
12000,Tier 13,1.0380000000000001e+52,repo_raw_table,enemy_health_table.csv
12500,Tier 13,1.6570999999999999e+53,repo_raw_table,enemy_health_table.csv
13000,Tier 13,3.7100000000000005e+54,repo_raw_table,enemy_health_table.csv
13500,Tier 13,9.109000000000001e+55,repo_raw_table,enemy_health_table.csv
14500,Tier 13,3.0180000000000004e+58,repo_raw_table,enemy_health_table.csv
15000,Tier 13,5.1363000000000015e+59,repo_raw_table,enemy_health_table.csv
15500,Tier 13,1.0199999999999997e+61,repo_raw_table,enemy_health_table.csv
16000,Tier 13,1.8456e+62,repo_raw_table,enemy_health_table.csv
16500,Tier 13,3.5299999999999995e+63,repo_raw_table,enemy_health_table.csv
17000,Tier 13,6.114e+64,repo_raw_table,enemy_health_table.csv
17500,Tier 13,1.18e+66,repo_raw_table,enemy_health_table.csv
18000,Tier 13,2.3940000000000002e+67,repo_raw_table,enemy_health_table.csv
18500,Tier 13,3.9572e+68,repo_raw_table,enemy_health_table.csv
19000,Tier 13,7.64e+69,repo_raw_table,enemy_health_table.csv
19500,Tier 13,1.3887000000000002e+71,repo_raw_table,enemy_health_table.csv
20000,Tier 13,2.3400000000000003e+72,repo_raw_table,enemy_health_table.csv
21000,Tier 13,1.05e+75,repo_raw_table,enemy_health_table.csv
22000,Tier 13,3.1967e+77,repo_raw_table,enemy_health_table.csv
23000,Tier 13,1.0032e+80,repo_raw_table,enemy_health_table.csv
24000,Tier 13,3.2499999999999995e+82,repo_raw_table,enemy_health_table.csv
25000,Tier 13,9.880000000000002e+84,repo_raw_table,enemy_health_table.csv
30000,Tier 13,3.970000000000001e+97,repo_raw_table,enemy_health_table.csv
35000,Tier 13,1.2457000000000001e+110,repo_raw_table,enemy_health_table.csv
40000,Tier 13,3.51e+122,repo_raw_table,enemy_health_table.csv
45000,Tier 13,1.06e+135,repo_raw_table,enemy_health_table.csv
50000,Tier 13,2.6299999999999998e+147,repo_raw_table,enemy_health_table.csv
55000,Tier 13,8.12e+159,repo_raw_table,enemy_health_table.csv
60000,Tier 13,1.78e+172,repo_raw_table,enemy_health_table.csv
65000,Tier 13,5.04e+184,repo_raw_table,enemy_health_table.csv
70000,Tier 13,1.19e+197,repo_raw_table,enemy_health_table.csv
75000,Tier 13,3.2700000000000002e+209,repo_raw_table,enemy_health_table.csv
80000,Tier 13,6.63e+221,repo_raw_table,enemy_health_table.csv
85000,Tier 13,2.0500000000000002e+234,repo_raw_table,enemy_health_table.csv
90000,Tier 13,4.7000000000000005e+246,repo_raw_table,enemy_health_table.csv
95000,Tier 13,9.09e+258,repo_raw_table,enemy_health_table.csv
100000,Tier 13,2.2e+271,repo_raw_table,enemy_health_table.csv
1,Tier 14,554300000000000.0,repo_raw_table,enemy_health_table.csv
10,Tier 14,6650000000000000.0,repo_raw_table,enemy_health_table.csv
20,Tier 14,3.1e+16,repo_raw_table,enemy_health_table.csv
30,Tier 14,9.336e+16,repo_raw_table,enemy_health_table.csv
40,Tier 14,2.0101e+17,repo_raw_table,enemy_health_table.csv
50,Tier 14,4.0262e+17,repo_raw_table,enemy_health_table.csv
60,Tier 14,7.4398e+17,repo_raw_table,enemy_health_table.csv
70,Tier 14,1.15e+18,repo_raw_table,enemy_health_table.csv
80,Tier 14,1.91e+18,repo_raw_table,enemy_health_table.csv
90,Tier 14,3.07e+18,repo_raw_table,enemy_health_table.csv
100,Tier 14,5.04e+18,repo_raw_table,enemy_health_table.csv
150,Tier 14,2.352e+19,repo_raw_table,enemy_health_table.csv
200,Tier 14,8.423e+19,repo_raw_table,enemy_health_table.csv
250,Tier 14,2.3863e+20,repo_raw_table,enemy_health_table.csv
300,Tier 14,5.82e+20,repo_raw_table,enemy_health_table.csv
400,Tier 14,2.71e+21,repo_raw_table,enemy_health_table.csv
500,Tier 14,9.869999999999998e+21,repo_raw_table,enemy_health_table.csv
750,Tier 14,1.6611000000000002e+23,repo_raw_table,enemy_health_table.csv
1000,Tier 14,2.09e+24,repo_raw_table,enemy_health_table.csv
1250,Tier 14,1.6100000000000002e+25,repo_raw_table,enemy_health_table.csv
1500,Tier 14,1.2779e+26,repo_raw_table,enemy_health_table.csv
2000,Tier 14,6.2e+27,repo_raw_table,enemy_health_table.csv
2500,Tier 14,1.9744000000000003e+29,repo_raw_table,enemy_health_table.csv
3000,Tier 14,7.25e+30,repo_raw_table,enemy_health_table.csv
3500,Tier 14,1.9743999999999998e+32,repo_raw_table,enemy_health_table.csv
4500,Tier 14,1.4905e+35,repo_raw_table,enemy_health_table.csv
5000,Tier 14,3.13e+36,repo_raw_table,enemy_health_table.csv
5500,Tier 14,8.190999999999999e+37,repo_raw_table,enemy_health_table.csv
6000,Tier 14,1.79e+39,repo_raw_table,enemy_health_table.csv
6500,Tier 14,3.9029999999999997e+40,repo_raw_table,enemy_health_table.csv
7000,Tier 14,9.435e+41,repo_raw_table,enemy_health_table.csv
7500,Tier 14,2.074e+43,repo_raw_table,enemy_health_table.csv
8000,Tier 14,4e+44,repo_raw_table,enemy_health_table.csv
8500,Tier 14,9.289999999999998e+45,repo_raw_table,enemy_health_table.csv
9000,Tier 14,1.9829999999999998e+47,repo_raw_table,enemy_health_table.csv
9500,Tier 14,3.72e+48,repo_raw_table,enemy_health_table.csv
10000,Tier 14,7.281000000000001e+49,repo_raw_table,enemy_health_table.csv
10500,Tier 14,1.44e+51,repo_raw_table,enemy_health_table.csv
11000,Tier 14,3.1400000000000003e+52,repo_raw_table,enemy_health_table.csv
11500,Tier 14,5.392000000000001e+53,repo_raw_table,enemy_health_table.csv
12000,Tier 14,1.16e+55,repo_raw_table,enemy_health_table.csv
12500,Tier 14,1.8622e+56,repo_raw_table,enemy_health_table.csv
13000,Tier 14,4.1900000000000006e+57,repo_raw_table,enemy_health_table.csv
13500,Tier 14,1.0347e+59,repo_raw_table,enemy_health_table.csv
14500,Tier 14,3.463e+61,repo_raw_table,enemy_health_table.csv
15000,Tier 14,5.9212e+62,repo_raw_table,enemy_health_table.csv
15500,Tier 14,1.1809999999999999e+64,repo_raw_table,enemy_health_table.csv
16000,Tier 14,2.147e+65,repo_raw_table,enemy_health_table.csv
16500,Tier 14,4.13e+66,repo_raw_table,enemy_health_table.csv
17000,Tier 14,7.173e+67,repo_raw_table,enemy_health_table.csv
17500,Tier 14,1.38e+69,repo_raw_table,enemy_health_table.csv
18000,Tier 14,2.831e+70,repo_raw_table,enemy_health_table.csv
18500,Tier 14,4.697900000000002e+71,repo_raw_table,enemy_health_table.csv
19000,Tier 14,9.109999999999998e+72,repo_raw_table,enemy_health_table.csv
19500,Tier 14,1.6608e+74,repo_raw_table,enemy_health_table.csv
20000,Tier 14,2.81e+75,repo_raw_table,enemy_health_table.csv
21000,Tier 14,1.27e+78,repo_raw_table,enemy_health_table.csv
22000,Tier 14,3.8882e+80,repo_raw_table,enemy_health_table.csv
23000,Tier 14,1.2278e+83,repo_raw_table,enemy_health_table.csv
24000,Tier 14,4.001e+85,repo_raw_table,enemy_health_table.csv
25000,Tier 14,1.223e+88,repo_raw_table,enemy_health_table.csv
30000,Tier 14,5.0430000000000004e+100,repo_raw_table,enemy_health_table.csv
35000,Tier 14,1.6169999999999997e+113,repo_raw_table,enemy_health_table.csv
40000,Tier 14,4.6399999999999996e+125,repo_raw_table,enemy_health_table.csv
45000,Tier 14,1.43e+138,repo_raw_table,enemy_health_table.csv
50000,Tier 14,3.59e+150,repo_raw_table,enemy_health_table.csv
55000,Tier 14,1.1200000000000001e+163,repo_raw_table,enemy_health_table.csv
60000,Tier 14,2.49e+175,repo_raw_table,enemy_health_table.csv
65000,Tier 14,7.13e+187,repo_raw_table,enemy_health_table.csv
70000,Tier 14,1.71e+200,repo_raw_table,enemy_health_table.csv
75000,Tier 14,4.7299999999999995e+212,repo_raw_table,enemy_health_table.csv
80000,Tier 14,9.66e+224,repo_raw_table,enemy_health_table.csv
85000,Tier 14,3.02e+237,repo_raw_table,enemy_health_table.csv
90000,Tier 14,6.96e+249,repo_raw_table,enemy_health_table.csv
95000,Tier 14,1.36e+262,repo_raw_table,enemy_health_table.csv
100000,Tier 14,3.3100000000000003e+274,repo_raw_table,enemy_health_table.csv
1,Tier 15,1.6629e+17,repo_raw_table,enemy_health_table.csv
10,Tier 15,2.5e+18,repo_raw_table,enemy_health_table.csv
20,Tier 15,1.369e+19,repo_raw_table,enemy_health_table.csv
30,Tier 15,4.485e+19,repo_raw_table,enemy_health_table.csv
40,Tier 15,1.0201e+20,repo_raw_table,enemy_health_table.csv
50,Tier 15,2.1271e+20,repo_raw_table,enemy_health_table.csv
60,Tier 15,4.0573e+20,repo_raw_table,enemy_health_table.csv
70,Tier 15,6.4472e+20,repo_raw_table,enemy_health_table.csv
80,Tier 15,1.09e+21,repo_raw_table,enemy_health_table.csv
90,Tier 15,1.79e+21,repo_raw_table,enemy_health_table.csv
100,Tier 15,2.99e+21,repo_raw_table,enemy_health_table.csv
150,Tier 15,1.4890000000000002e+22,repo_raw_table,enemy_health_table.csv
200,Tier 15,5.576e+22,repo_raw_table,enemy_health_table.csv
250,Tier 15,1.6349e+23,repo_raw_table,enemy_health_table.csv
300,Tier 15,4.1001e+23,repo_raw_table,enemy_health_table.csv
400,Tier 15,1.99e+24,repo_raw_table,enemy_health_table.csv
500,Tier 15,7.52e+24,repo_raw_table,enemy_health_table.csv
750,Tier 15,1.3444999999999998e+26,repo_raw_table,enemy_health_table.csv
1000,Tier 15,1.7700000000000003e+27,repo_raw_table,enemy_health_table.csv
1250,Tier 15,1.408e+28,repo_raw_table,enemy_health_table.csv
1500,Tier 15,1.148e+29,repo_raw_table,enemy_health_table.csv
2000,Tier 15,5.809999999999999e+30,repo_raw_table,enemy_health_table.csv
2500,Tier 15,1.9151999999999998e+32,repo_raw_table,enemy_health_table.csv
3000,Tier 15,7.229999999999999e+33,repo_raw_table,enemy_health_table.csv
3500,Tier 15,2.0144e+35,repo_raw_table,enemy_health_table.csv
4500,Tier 15,1.5791e+38,repo_raw_table,enemy_health_table.csv
5000,Tier 15,3.3699999999999997e+39,repo_raw_table,enemy_health_table.csv
5500,Tier 15,8.943e+40,repo_raw_table,enemy_health_table.csv
6000,Tier 15,1.9800000000000002e+42,repo_raw_table,enemy_health_table.csv
6500,Tier 15,4.3690000000000003e+43,repo_raw_table,enemy_health_table.csv
7000,Tier 15,1.07e+45,repo_raw_table,enemy_health_table.csv
7500,Tier 15,2.3719999999999995e+46,repo_raw_table,enemy_health_table.csv
8000,Tier 15,4.62e+47,repo_raw_table,enemy_health_table.csv
8500,Tier 15,1.082e+49,repo_raw_table,enemy_health_table.csv
9000,Tier 15,2.3312000000000003e+50,repo_raw_table,enemy_health_table.csv
9500,Tier 15,4.4099999999999997e+51,repo_raw_table,enemy_health_table.csv
10000,Tier 15,8.695999999999998e+52,repo_raw_table,enemy_health_table.csv
10500,Tier 15,1.7300000000000002e+54,repo_raw_table,enemy_health_table.csv
11000,Tier 15,3.804e+55,repo_raw_table,enemy_health_table.csv
11500,Tier 15,6.5762e+56,repo_raw_table,enemy_health_table.csv
12000,Tier 15,1.423e+58,repo_raw_table,enemy_health_table.csv
12500,Tier 15,2.2998e+59,repo_raw_table,enemy_health_table.csv
13000,Tier 15,5.2e+60,repo_raw_table,enemy_health_table.csv
13500,Tier 15,1.2927e+62,repo_raw_table,enemy_health_table.csv
14500,Tier 15,4.3719999999999995e+64,repo_raw_table,enemy_health_table.csv
15000,Tier 15,7.5153e+65,repo_raw_table,enemy_health_table.csv
15500,Tier 15,1.5069999999999998e+67,repo_raw_table,enemy_health_table.csv
16000,Tier 15,2.7515e+68,repo_raw_table,enemy_health_table.csv
16500,Tier 15,5.3200000000000015e+69,repo_raw_table,enemy_health_table.csv
17000,Tier 15,9.276e+70,repo_raw_table,enemy_health_table.csv
17500,Tier 15,1.7999999999999998e+72,repo_raw_table,enemy_health_table.csv
18000,Tier 15,3.6930000000000005e+73,repo_raw_table,enemy_health_table.csv
18500,Tier 15,6.153200000000001e+74,repo_raw_table,enemy_health_table.csv
19000,Tier 15,1.1969999999999999e+76,repo_raw_table,enemy_health_table.csv
19500,Tier 15,2.1924999999999998e+77,repo_raw_table,enemy_health_table.csv
20000,Tier 15,3.7300000000000006e+78,repo_raw_table,enemy_health_table.csv
21000,Tier 15,1.6899999999999998e+81,repo_raw_table,enemy_health_table.csv
22000,Tier 15,5.226799999999998e+83,repo_raw_table,enemy_health_table.csv
23000,Tier 15,1.6615000000000005e+86,repo_raw_table,enemy_health_table.csv
24000,Tier 15,5.45e+88,repo_raw_table,enemy_health_table.csv
25000,Tier 15,1.6759999999999998e+91,repo_raw_table,enemy_health_table.csv
30000,Tier 15,7.102e+103,repo_raw_table,enemy_health_table.csv
35000,Tier 15,2.33e+116,repo_raw_table,enemy_health_table.csv
40000,Tier 15,6.8299999999999995e+128,repo_raw_table,enemy_health_table.csv
45000,Tier 15,2.13e+141,repo_raw_table,enemy_health_table.csv
50000,Tier 15,5.46e+153,repo_raw_table,enemy_health_table.csv
55000,Tier 15,1.73e+166,repo_raw_table,enemy_health_table.csv
60000,Tier 15,3.89e+178,repo_raw_table,enemy_health_table.csv
65000,Tier 15,1.13e+191,repo_raw_table,enemy_health_table.csv
70000,Tier 15,2.73e+203,repo_raw_table,enemy_health_table.csv
75000,Tier 15,7.64e+215,repo_raw_table,enemy_health_table.csv
80000,Tier 15,1.58e+228,repo_raw_table,enemy_health_table.csv
85000,Tier 15,4.97e+240,repo_raw_table,enemy_health_table.csv
90000,Tier 15,1.16e+253,repo_raw_table,enemy_health_table.csv
95000,Tier 15,2.27e+265,repo_raw_table,enemy_health_table.csv
100000,Tier 15,5.58e+277,repo_raw_table,enemy_health_table.csv
1,Tier 16,8.31e+18,repo_raw_table,enemy_health_table.csv
10,Tier 16,1.2524e+20,repo_raw_table,enemy_health_table.csv
20,Tier 16,6.845099999999999e+20,repo_raw_table,enemy_health_table.csv
30,Tier 16,2.2400000000000005e+21,repo_raw_table,enemy_health_table.csv
40,Tier 16,5.1e+21,repo_raw_table,enemy_health_table.csv
50,Tier 16,1.064e+22,repo_raw_table,enemy_health_table.csv
60,Tier 16,2.029e+22,repo_raw_table,enemy_health_table.csv
70,Tier 16,3.224e+22,repo_raw_table,enemy_health_table.csv
80,Tier 16,5.471e+22,repo_raw_table,enemy_health_table.csv
90,Tier 16,8.958e+22,repo_raw_table,enemy_health_table.csv
100,Tier 16,1.4968e+23,repo_raw_table,enemy_health_table.csv
150,Tier 16,7.4446e+23,repo_raw_table,enemy_health_table.csv
200,Tier 16,2.79e+24,repo_raw_table,enemy_health_table.csv
250,Tier 16,8.17e+24,repo_raw_table,enemy_health_table.csv
300,Tier 16,2.05e+25,repo_raw_table,enemy_health_table.csv
400,Tier 16,9.959e+25,repo_raw_table,enemy_health_table.csv
500,Tier 16,3.7581e+26,repo_raw_table,enemy_health_table.csv
750,Tier 16,6.72e+27,repo_raw_table,enemy_health_table.csv
1000,Tier 16,8.840999999999999e+28,repo_raw_table,enemy_health_table.csv
1250,Tier 16,7.037800000000001e+29,repo_raw_table,enemy_health_table.csv
1500,Tier 16,5.74e+30,repo_raw_table,enemy_health_table.csv
2000,Tier 16,2.9066000000000004e+32,repo_raw_table,enemy_health_table.csv
2500,Tier 16,9.58e+33,repo_raw_table,enemy_health_table.csv
3000,Tier 16,3.6158e+35,repo_raw_table,enemy_health_table.csv
3500,Tier 16,1.007e+37,repo_raw_table,enemy_health_table.csv
4500,Tier 16,7.899999999999999e+39,repo_raw_table,enemy_health_table.csv
