wave,surface,enemy_damage,source_class,source_file
250,Tier 11,1030000000.0,repo_raw_table,enemy_damage_table.csv
300,Tier 11,1780000000.0,repo_raw_table,enemy_damage_table.csv
400,Tier 11,4520000000.0,repo_raw_table,enemy_damage_table.csv
500,Tier 11,9410000000.0,repo_raw_table,enemy_damage_table.csv
750,Tier 11,41550000000.0,repo_raw_table,enemy_damage_table.csv
1000,Tier 11,139190000000.0,repo_raw_table,enemy_damage_table.csv
1250,Tier 11,367810000000.0,repo_raw_table,enemy_damage_table.csv
1500,Tier 11,873020000000.0,repo_raw_table,enemy_damage_table.csv
2000,Tier 11,4130000000000.0,repo_raw_table,enemy_damage_table.csv
2500,Tier 11,15420000000000.0,repo_raw_table,enemy_damage_table.csv
3000,Tier 11,54340000000000.0,repo_raw_table,enemy_damage_table.csv
3500,Tier 11,169150000000000.0,repo_raw_table,enemy_damage_table.csv
4500,Tier 11,1460000000000000.0,repo_raw_table,enemy_damage_table.csv
5000,Tier 11,3850000000000000.0,repo_raw_table,enemy_damage_table.csv
5500,Tier 11,1.048e+16,repo_raw_table,enemy_damage_table.csv
6000,Tier 11,2.68e+16,repo_raw_table,enemy_damage_table.csv
6500,Tier 11,6.773999999999999e+16,repo_raw_table,enemy_damage_table.csv
7000,Tier 11,1.7259e+17,repo_raw_table,enemy_damage_table.csv
7500,Tier 11,4.2429e+17,repo_raw_table,enemy_damage_table.csv
8000,Tier 11,1.01e+18,repo_raw_table,enemy_damage_table.csv
8500,Tier 11,2.48e+18,repo_raw_table,enemy_damage_table.csv
9000,Tier 11,5.9e+18,repo_raw_table,enemy_damage_table.csv
9500,Tier 11,1.353e+19,repo_raw_table,enemy_damage_table.csv
10000,Tier 11,3.142e+19,repo_raw_table,enemy_damage_table.csv
10500,Tier 11,7.2e+19,repo_raw_table,enemy_damage_table.csv
11000,Tier 11,1.6898e+20,repo_raw_table,enemy_damage_table.csv
11500,Tier 11,3.7297e+20,repo_raw_table,enemy_damage_table.csv
12000,Tier 11,8.651e+20,repo_raw_table,enemy_damage_table.csv
12500,Tier 11,1.86e+21,repo_raw_table,enemy_damage_table.csv
13000,Tier 11,4.34e+21,repo_raw_table,enemy_damage_table.csv
13500,Tier 11,1.026e+22,repo_raw_table,enemy_damage_table.csv
14500,Tier 11,4.987e+22,repo_raw_table,enemy_damage_table.csv
15000,Tier 11,1.0674e+23,repo_raw_table,enemy_damage_table.csv
15500,Tier 11,2.3785e+23,repo_raw_table,enemy_damage_table.csv
16000,Tier 11,5.2113e+23,repo_raw_table,enemy_damage_table.csv
16500,Tier 11,1.14e+24,repo_raw_table,enemy_damage_table.csv
17000,Tier 11,2.44e+24,repo_raw_table,enemy_damage_table.csv
17500,Tier 11,5.38e+24,repo_raw_table,enemy_damage_table.csv
18000,Tier 11,1.195e+25,repo_raw_table,enemy_damage_table.csv
18500,Tier 11,2.506e+25,repo_raw_table,enemy_damage_table.csv
19000,Tier 11,5.488e+25,repo_raw_table,enemy_damage_table.csv
19500,Tier 11,1.1749e+26,repo_raw_table,enemy_damage_table.csv
20000,Tier 11,2.4872e+26,repo_raw_table,enemy_damage_table.csv
21000,Tier 11,1.2300000000000002e+27,repo_raw_table,enemy_damage_table.csv
22000,Tier 11,5.55e+27,repo_raw_table,enemy_damage_table.csv
23000,Tier 11,2.475e+28,repo_raw_table,enemy_damage_table.csv
24000,Tier 11,1.1204000000000002e+29,repo_raw_table,enemy_damage_table.csv
25000,Tier 11,4.945300000000001e+29,repo_raw_table,enemy_damage_table.csv
30000,Tier 11,8.8719e+32,repo_raw_table,enemy_damage_table.csv
35000,Tier 11,1.41e+36,repo_raw_table,enemy_damage_table.csv
40000,Tier 11,2.08e+39,repo_raw_table,enemy_damage_table.csv
45000,Tier 11,2.98e+42,repo_raw_table,enemy_damage_table.csv
50000,Tier 11,4.03e+45,repo_raw_table,enemy_damage_table.csv
55000,Tier 11,5.6e+48,repo_raw_table,enemy_damage_table.csv
60000,Tier 11,7.009999999999999e+51,repo_raw_table,enemy_damage_table.csv
65000,Tier 11,9.24e+54,repo_raw_table,enemy_damage_table.csv
70000,Tier 11,1.1580000000000001e+58,repo_raw_table,enemy_damage_table.csv
75000,Tier 11,1.455e+61,repo_raw_table,enemy_damage_table.csv
80000,Tier 11,1.7280000000000006e+64,repo_raw_table,enemy_damage_table.csv
85000,Tier 11,2.226e+67,repo_raw_table,enemy_damage_table.csv
90000,Tier 11,2.611e+70,repo_raw_table,enemy_damage_table.csv
95000,Tier 11,2.944e+73,repo_raw_table,enemy_damage_table.csv
100000,Tier 11,3.51e+76,repo_raw_table,enemy_damage_table.csv
1,Tier 12,14710000.0,repo_raw_table,enemy_damage_table.csv
10,Tier 12,61430000.0,repo_raw_table,enemy_damage_table.csv
20,Tier 12,177760000.0,repo_raw_table,enemy_damage_table.csv
30,Tier 12,379260000.0,repo_raw_table,enemy_damage_table.csv
40,Tier 12,670290000.0,repo_raw_table,enemy_damage_table.csv
50,Tier 12,1090000000.0,repo_raw_table,enemy_damage_table.csv
60,Tier 12,1620000000.0,repo_raw_table,enemy_damage_table.csv
70,Tier 12,2270000000.0,repo_raw_table,enemy_damage_table.csv
80,Tier 12,3120000000.0,repo_raw_table,enemy_damage_table.csv
90,Tier 12,4140000000.0,repo_raw_table,enemy_damage_table.csv
100,Tier 12,5490000000.0,repo_raw_table,enemy_damage_table.csv
150,Tier 12,15570000000.0,repo_raw_table,enemy_damage_table.csv
200,Tier 12,35290000000.0,repo_raw_table,enemy_damage_table.csv
250,Tier 12,67590000000.0,repo_raw_table,enemy_damage_table.csv
300,Tier 12,116530000000.0,repo_raw_table,enemy_damage_table.csv
400,Tier 12,297890000000.0,repo_raw_table,enemy_damage_table.csv
500,Tier 12,623070000000.0,repo_raw_table,enemy_damage_table.csv
750,Tier 12,2770000000000.0,repo_raw_table,enemy_damage_table.csv
1000,Tier 12,9320000000000.0,repo_raw_table,enemy_damage_table.csv
1250,Tier 12,24720000000000.0,repo_raw_table,enemy_damage_table.csv
1500,Tier 12,58850000000000.0,repo_raw_table,enemy_damage_table.csv
2000,Tier 12,280010000000000.0,repo_raw_table,enemy_damage_table.csv
2500,Tier 12,1050000000000000.0,repo_raw_table,enemy_damage_table.csv
3000,Tier 12,3710000000000000.0,repo_raw_table,enemy_damage_table.csv
3500,Tier 12,1.156e+16,repo_raw_table,enemy_damage_table.csv
4500,Tier 12,1.0021e+17,repo_raw_table,enemy_damage_table.csv
5000,Tier 12,2.6442e+17,repo_raw_table,enemy_damage_table.csv
5500,Tier 12,7.215e+17,repo_raw_table,enemy_damage_table.csv
6000,Tier 12,1.85e+18,repo_raw_table,enemy_damage_table.csv
6500,Tier 12,4.68e+18,repo_raw_table,enemy_damage_table.csv
7000,Tier 12,1.193e+19,repo_raw_table,enemy_damage_table.csv
7500,Tier 12,2.936e+19,repo_raw_table,enemy_damage_table.csv
8000,Tier 12,6.997e+19,repo_raw_table,enemy_damage_table.csv
8500,Tier 12,1.7213e+20,repo_raw_table,enemy_damage_table.csv
9000,Tier 12,4.0926e+20,repo_raw_table,enemy_damage_table.csv
9500,Tier 12,9.395e+20,repo_raw_table,enemy_damage_table.csv
10000,Tier 12,2.1800000000000005e+21,repo_raw_table,enemy_damage_table.csv
10500,Tier 12,5.01e+21,repo_raw_table,enemy_damage_table.csv
11000,Tier 12,1.177e+22,repo_raw_table,enemy_damage_table.csv
11500,Tier 12,2.599e+22,repo_raw_table,enemy_damage_table.csv
12000,Tier 12,6.032e+22,repo_raw_table,enemy_damage_table.csv
12500,Tier 12,1.2983000000000002e+23,repo_raw_table,enemy_damage_table.csv
13000,Tier 12,3.028e+23,repo_raw_table,enemy_damage_table.csv
13500,Tier 12,7.1639e+23,repo_raw_table,enemy_damage_table.csv
14500,Tier 12,3.49e+24,repo_raw_table,enemy_damage_table.csv
15000,Tier 12,7.469999999999999e+24,repo_raw_table,enemy_damage_table.csv
15500,Tier 12,1.665e+25,repo_raw_table,enemy_damage_table.csv
16000,Tier 12,3.65e+25,repo_raw_table,enemy_damage_table.csv
16500,Tier 12,8.011e+25,repo_raw_table,enemy_damage_table.csv
17000,Tier 12,1.7114e+26,repo_raw_table,enemy_damage_table.csv
17500,Tier 12,3.7729e+26,repo_raw_table,enemy_damage_table.csv
18000,Tier 12,8.385499999999999e+26,repo_raw_table,enemy_damage_table.csv
18500,Tier 12,1.76e+27,repo_raw_table,enemy_damage_table.csv
19000,Tier 12,3.85e+27,repo_raw_table,enemy_damage_table.csv
19500,Tier 12,8.260000000000001e+27,repo_raw_table,enemy_damage_table.csv
20000,Tier 12,1.7480000000000003e+28,repo_raw_table,enemy_damage_table.csv
21000,Tier 12,8.648000000000002e+28,repo_raw_table,enemy_damage_table.csv
22000,Tier 12,3.9053e+29,repo_raw_table,enemy_damage_table.csv
23000,Tier 12,1.7399999999999998e+30,repo_raw_table,enemy_damage_table.csv
24000,Tier 12,7.900000000000001e+30,repo_raw_table,enemy_damage_table.csv
25000,Tier 12,3.4890000000000003e+31,repo_raw_table,enemy_damage_table.csv
30000,Tier 12,6.278e+34,repo_raw_table,enemy_damage_table.csv
35000,Tier 12,1.0021999999999999e+38,repo_raw_table,enemy_damage_table.csv
40000,Tier 12,1.4811e+41,repo_raw_table,enemy_damage_table.csv
45000,Tier 12,2.12e+44,repo_raw_table,enemy_damage_table.csv
50000,Tier 12,2.8776999999999995e+47,repo_raw_table,enemy_damage_table.csv
55000,Tier 12,4.0009e+50,repo_raw_table,enemy_damage_table.csv
60000,Tier 12,5.0134e+53,repo_raw_table,enemy_damage_table.csv
65000,Tier 12,6.6227e+56,repo_raw_table,enemy_damage_table.csv
70000,Tier 12,8.302900000000001e+59,repo_raw_table,enemy_damage_table.csv
75000,Tier 12,1.0499999999999999e+63,repo_raw_table,enemy_damage_table.csv
80000,Tier 12,1.24e+66,repo_raw_table,enemy_damage_table.csv
85000,Tier 12,1.6e+69,repo_raw_table,enemy_damage_table.csv
90000,Tier 12,1.8800000000000002e+72,repo_raw_table,enemy_damage_table.csv
95000,Tier 12,2.12e+75,repo_raw_table,enemy_damage_table.csv
100000,Tier 12,2.5300000000000002e+78,repo_raw_table,enemy_damage_table.csv
1,Tier 13,147110000.0,repo_raw_table,enemy_damage_table.csv
10,Tier 13,631520000.0,repo_raw_table,enemy_damage_table.csv
20,Tier 13,1880000000.0,repo_raw_table,enemy_damage_table.csv
30,Tier 13,4070000000.000001,repo_raw_table,enemy_damage_table.csv
40,Tier 13,7260000000.0,repo_raw_table,enemy_damage_table.csv
50,Tier 13,11890000000.0,repo_raw_table,enemy_damage_table.csv
60,Tier 13,17780000000.0,repo_raw_table,enemy_damage_table.csv
70,Tier 13,25080000000.0,repo_raw_table,enemy_damage_table.csv
80,Tier 13,34610000000.0,repo_raw_table,enemy_damage_table.csv
90,Tier 13,46150000000.0,repo_raw_table,enemy_damage_table.csv
100,Tier 13,61430000000.0,repo_raw_table,enemy_damage_table.csv
150,Tier 13,176410000000.0,repo_raw_table,enemy_damage_table.csv
200,Tier 13,403260000000.0,repo_raw_table,enemy_damage_table.csv
250,Tier 13,777460000000.0,repo_raw_table,enemy_damage_table.csv
300,Tier 13,1350000000000.0,repo_raw_table,enemy_damage_table.csv
400,Tier 13,3470000000000.0,repo_raw_table,enemy_damage_table.csv
500,Tier 13,7310000000000.0,repo_raw_table,enemy_damage_table.csv
750,Tier 13,32850000000000.0,repo_raw_table,enemy_damage_table.csv
1000,Tier 13,111430000000000.0,repo_raw_table,enemy_damage_table.csv
1250,Tier 13,297310000000000.0,repo_raw_table,enemy_damage_table.csv
1500,Tier 13,711260000000000.0,repo_raw_table,enemy_damage_table.csv
2000,Tier 13,3410000000000000.0,repo_raw_table,enemy_damage_table.csv
2500,Tier 13,1.284e+16,repo_raw_table,enemy_damage_table.csv
3000,Tier 13,4.561e+16,repo_raw_table,enemy_damage_table.csv
3500,Tier 13,1.4288999999999998e+17,repo_raw_table,enemy_damage_table.csv
4500,Tier 13,1.25e+18,repo_raw_table,enemy_damage_table.csv
5000,Tier 13,3.3e+18,repo_raw_table,enemy_damage_table.csv
5500,Tier 13,9.02e+18,repo_raw_table,enemy_damage_table.csv
6000,Tier 13,2.316e+19,repo_raw_table,enemy_damage_table.csv
6500,Tier 13,5.875e+19,repo_raw_table,enemy_damage_table.csv
7000,Tier 13,1.5015e+20,repo_raw_table,enemy_damage_table.csv
7500,Tier 13,3.7021e+20,repo_raw_table,enemy_damage_table.csv
8000,Tier 13,8.8368e+20,repo_raw_table,enemy_damage_table.csv
8500,Tier 13,2.1800000000000005e+21,repo_raw_table,enemy_damage_table.csv
9000,Tier 13,5.19e+21,repo_raw_table,enemy_damage_table.csv
9500,Tier 13,1.192e+22,repo_raw_table,enemy_damage_table.csv
10000,Tier 13,2.775e+22,repo_raw_table,enemy_damage_table.csv
10500,Tier 13,6.372e+22,repo_raw_table,enemy_damage_table.csv
11000,Tier 13,1.4984e+23,repo_raw_table,enemy_damage_table.csv
11500,Tier 13,3.3135e+23,repo_raw_table,enemy_damage_table.csv
12000,Tier 13,7.699500000000001e+23,repo_raw_table,enemy_damage_table.csv
12500,Tier 13,1.66e+24,repo_raw_table,enemy_damage_table.csv
13000,Tier 13,3.87e+24,repo_raw_table,enemy_damage_table.csv
13500,Tier 13,9.17e+24,repo_raw_table,enemy_damage_table.csv
14500,Tier 13,4.474e+25,repo_raw_table,enemy_damage_table.csv
15000,Tier 13,9.59e+25,repo_raw_table,enemy_damage_table.csv
15500,Tier 13,2.1399e+26,repo_raw_table,enemy_damage_table.csv
16000,Tier 13,4.6947e+26,repo_raw_table,enemy_damage_table.csv
16500,Tier 13,1.03e+27,repo_raw_table,enemy_damage_table.csv
17000,Tier 13,2.2e+27,repo_raw_table,enemy_damage_table.csv
17500,Tier 13,4.86e+27,repo_raw_table,enemy_damage_table.csv
18000,Tier 13,1.082e+28,repo_raw_table,enemy_damage_table.csv
18500,Tier 13,2.2710000000000004e+28,repo_raw_table,enemy_damage_table.csv
19000,Tier 13,4.980000000000001e+28,repo_raw_table,enemy_damage_table.csv
19500,Tier 13,1.0673e+29,repo_raw_table,enemy_damage_table.csv
20000,Tier 13,2.2618e+29,repo_raw_table,enemy_damage_table.csv
21000,Tier 13,1.12e+30,repo_raw_table,enemy_damage_table.csv
22000,Tier 13,5.06e+30,repo_raw_table,enemy_damage_table.csv
23000,Tier 13,2.264e+31,repo_raw_table,enemy_damage_table.csv
24000,Tier 13,1.0267e+32,repo_raw_table,enemy_damage_table.csv
25000,Tier 13,4.5394999999999995e+32,repo_raw_table,enemy_damage_table.csv
30000,Tier 13,8.206799999999999e+35,repo_raw_table,enemy_damage_table.csv
35000,Tier 13,1.32e+39,repo_raw_table,enemy_damage_table.csv
40000,Tier 13,1.9500000000000002e+42,repo_raw_table,enemy_damage_table.csv
45000,Tier 13,2.7999999999999996e+45,repo_raw_table,enemy_damage_table.csv
50000,Tier 13,3.81e+48,repo_raw_table,enemy_damage_table.csv
55000,Tier 13,5.3099999999999995e+51,repo_raw_table,enemy_damage_table.csv
60000,Tier 13,6.67e+54,repo_raw_table,enemy_damage_table.csv
65000,Tier 13,8.83e+57,repo_raw_table,enemy_damage_table.csv
70000,Tier 13,1.1099999999999999e+61,repo_raw_table,enemy_damage_table.csv
75000,Tier 13,1.3989999999999998e+64,repo_raw_table,enemy_damage_table.csv
80000,Tier 13,1.6660000000000002e+67,repo_raw_table,enemy_damage_table.csv
85000,Tier 13,2.1510000000000006e+70,repo_raw_table,enemy_damage_table.csv
90000,Tier 13,2.529e+73,repo_raw_table,enemy_damage_table.csv
95000,Tier 13,2.8579999999999995e+76,repo_raw_table,enemy_damage_table.csv
100000,Tier 13,3.415e+79,repo_raw_table,enemy_damage_table.csv
1,Tier 14,882660000.0,repo_raw_table,enemy_damage_table.csv
10,Tier 14,3900000000.0,repo_raw_table,enemy_damage_table.csv
20,Tier 14,11920000000.0,repo_raw_table,enemy_damage_table.csv
30,Tier 14,26260000000.0,repo_raw_table,enemy_damage_table.csv
40,Tier 14,47450000000.0,repo_raw_table,enemy_damage_table.csv
50,Tier 14,78320000000.0,repo_raw_table,enemy_damage_table.csv
60,Tier 14,117860000000.0,repo_raw_table,enemy_damage_table.csv
70,Tier 14,167190000000.0,repo_raw_table,enemy_damage_table.csv
80,Tier 14,231760000000.0,repo_raw_table,enemy_damage_table.csv
90,Tier 14,310280000000.0,repo_raw_table,enemy_damage_table.csv
100,Tier 14,414490000000.0,repo_raw_table,enemy_damage_table.csv
150,Tier 14,1210000000000.0,repo_raw_table,enemy_damage_table.csv
200,Tier 14,2780000000000.0,repo_raw_table,enemy_damage_table.csv
250,Tier 14,5400000000000.0,repo_raw_table,enemy_damage_table.csv
300,Tier 14,9410000000000.0,repo_raw_table,enemy_damage_table.csv
400,Tier 14,24450000000000.0,repo_raw_table,enemy_damage_table.csv
500,Tier 14,51780000000000.0,repo_raw_table,enemy_damage_table.csv
750,Tier 14,235370000000000.0,repo_raw_table,enemy_damage_table.csv
1000,Tier 14,804910000000000.0,repo_raw_table,enemy_damage_table.csv
1250,Tier 14,2160000000000000.0,repo_raw_table,enemy_damage_table.csv
1500,Tier 14,5200000000000000.0,repo_raw_table,enemy_damage_table.csv
2000,Tier 14,2.511e+16,repo_raw_table,enemy_damage_table.csv
2500,Tier 14,9.514e+16,repo_raw_table,enemy_damage_table.csv
3000,Tier 14,3.3959e+17,repo_raw_table,enemy_damage_table.csv
3500,Tier 14,1.07e+18,repo_raw_table,enemy_damage_table.csv
4500,Tier 14,9.39e+18,repo_raw_table,enemy_damage_table.csv
5000,Tier 14,2.491e+19,repo_raw_table,enemy_damage_table.csv
5500,Tier 14,6.831e+19,repo_raw_table,enemy_damage_table.csv
6000,Tier 14,1.7576e+20,repo_raw_table,enemy_damage_table.csv
6500,Tier 14,4.4674e+20,repo_raw_table,enemy_damage_table.csv
7000,Tier 14,1.14e+21,repo_raw_table,enemy_damage_table.csv
7500,Tier 14,2.83e+21,repo_raw_table,enemy_damage_table.csv
8000,Tier 14,6.76e+21,repo_raw_table,enemy_damage_table.csv
8500,Tier 14,1.668e+22,repo_raw_table,enemy_damage_table.csv
9000,Tier 14,3.978e+22,repo_raw_table,enemy_damage_table.csv
9500,Tier 14,9.157e+22,repo_raw_table,enemy_damage_table.csv
10000,Tier 14,2.1346e+23,repo_raw_table,enemy_damage_table.csv
10500,Tier 14,4.9087e+23,repo_raw_table,enemy_damage_table.csv
11000,Tier 14,1.16e+24,repo_raw_table,enemy_damage_table.csv
11500,Tier 14,2.56e+24,repo_raw_table,enemy_damage_table.csv
12000,Tier 14,5.95e+24,repo_raw_table,enemy_damage_table.csv
12500,Tier 14,1.284e+25,repo_raw_table,enemy_damage_table.csv
13000,Tier 14,3.001e+25,repo_raw_table,enemy_damage_table.csv
13500,Tier 14,7.114e+25,repo_raw_table,enemy_damage_table.csv
14500,Tier 14,3.4767000000000004e+26,repo_raw_table,enemy_damage_table.csv
15000,Tier 14,7.4592e+26,repo_raw_table,enemy_damage_table.csv
15500,Tier 14,1.6699999999999998e+27,repo_raw_table,enemy_damage_table.csv
16000,Tier 14,3.66e+27,repo_raw_table,enemy_damage_table.csv
16500,Tier 14,8.039999999999999e+27,repo_raw_table,enemy_damage_table.csv
17000,Tier 14,1.721e+28,repo_raw_table,enemy_damage_table.csv
17500,Tier 14,3.799000000000001e+28,repo_raw_table,enemy_damage_table.csv
18000,Tier 14,8.456e+28,repo_raw_table,enemy_damage_table.csv
18500,Tier 14,1.7767e+29,repo_raw_table,enemy_damage_table.csv
19000,Tier 14,3.898e+29,repo_raw_table,enemy_damage_table.csv
19500,Tier 14,8.360399999999999e+29,repo_raw_table,enemy_damage_table.csv
20000,Tier 14,1.7699999999999998e+30,repo_raw_table,enemy_damage_table.csv
21000,Tier 14,8.789999999999999e+30,repo_raw_table,enemy_damage_table.csv
22000,Tier 14,3.9799999999999995e+31,repo_raw_table,enemy_damage_table.csv
23000,Tier 14,1.7815e+32,repo_raw_table,enemy_damage_table.csv
24000,Tier 14,8.088e+32,repo_raw_table,enemy_damage_table.csv
25000,Tier 14,3.58e+33,repo_raw_table,enemy_damage_table.csv
30000,Tier 14,6.5e+36,repo_raw_table,enemy_damage_table.csv
35000,Tier 14,1.0469999999999999e+40,repo_raw_table,enemy_damage_table.csv
40000,Tier 14,1.5580000000000002e+43,repo_raw_table,enemy_damage_table.csv
45000,Tier 14,2.2440000000000001e+46,repo_raw_table,enemy_damage_table.csv
50000,Tier 14,3.064e+49,repo_raw_table,enemy_damage_table.csv
55000,Tier 14,4.2809999999999997e+52,repo_raw_table,enemy_damage_table.csv
60000,Tier 14,5.389000000000001e+55,repo_raw_table,enemy_damage_table.csv
65000,Tier 14,7.149e+58,repo_raw_table,enemy_damage_table.csv
70000,Tier 14,8.998e+61,repo_raw_table,enemy_damage_table.csv
75000,Tier 14,1.1367e+65,repo_raw_table,enemy_damage_table.csv
80000,Tier 14,1.3555e+68,repo_raw_table,enemy_damage_table.csv
85000,Tier 14,1.7535e+71,repo_raw_table,enemy_damage_table.csv
90000,Tier 14,2.0649999999999998e+74,repo_raw_table,enemy_damage_table.csv
95000,Tier 14,2.3369e+77,repo_raw_table,enemy_damage_table.csv
100000,Tier 14,2.7963e+80,repo_raw_table,enemy_damage_table.csv
1,Tier 15,5300000000.0,repo_raw_table,enemy_damage_table.csv
10,Tier 15,24210000000.0,repo_raw_table,enemy_damage_table.csv
20,Tier 15,76130000000.0,repo_raw_table,enemy_damage_table.csv
30,Tier 15,170760000000.0,repo_raw_table,enemy_damage_table.csv
40,Tier 15,312260000000.0,repo_raw_table,enemy_damage_table.csv
50,Tier 15,520070000000.00006,repo_raw_table,enemy_damage_table.csv
60,Tier 15,788060000000.0,repo_raw_table,enemy_damage_table.csv
70,Tier 15,1120000000000.0,repo_raw_table,enemy_damage_table.csv
80,Tier 15,1570000000000.0,repo_raw_table,enemy_damage_table.csv
90,Tier 15,2110000000000.0,repo_raw_table,enemy_damage_table.csv
100,Tier 15,2820000000000.0,repo_raw_table,enemy_damage_table.csv
150,Tier 15,8330000000000.0,repo_raw_table,enemy_damage_table.csv
200,Tier 15,19390000000000.0,repo_raw_table,enemy_damage_table.csv
250,Tier 15,37900000000000.0,repo_raw_table,enemy_damage_table.csv
300,Tier 15,66420000000000.0,repo_raw_table,enemy_damage_table.csv
400,Tier 15,174180000000000.0,repo_raw_table,enemy_damage_table.csv
500,Tier 15,371460000000000.0,repo_raw_table,enemy_damage_table.csv
750,Tier 15,1710000000000000.0,repo_raw_table,enemy_damage_table.csv
1000,Tier 15,5900000000000000.0,repo_raw_table,enemy_damage_table.csv
1250,Tier 15,1.593e+16,repo_raw_table,enemy_damage_table.csv
1500,Tier 15,3.852e+16,repo_raw_table,enemy_damage_table.csv
2000,Tier 15,1.8773e+17,repo_raw_table,enemy_damage_table.csv
2500,Tier 15,7.1597e+17,repo_raw_table,enemy_damage_table.csv
3000,Tier 15,2.57e+18,repo_raw_table,enemy_damage_table.csv
3500,Tier 15,8.119999999999999e+18,repo_raw_table,enemy_damage_table.csv
4500,Tier 15,7.186e+19,repo_raw_table,enemy_damage_table.csv
5000,Tier 15,1.9127e+20,repo_raw_table,enemy_damage_table.csv
5500,Tier 15,5.2603e+20,repo_raw_table,enemy_damage_table.csv
6000,Tier 15,1.36e+21,repo_raw_table,enemy_damage_table.csv
6500,Tier 15,3.46e+21,repo_raw_table,enemy_damage_table.csv
7000,Tier 15,8.869999999999999e+21,repo_raw_table,enemy_damage_table.csv
7500,Tier 15,2.196e+22,repo_raw_table,enemy_damage_table.csv
8000,Tier 15,5.261e+22,repo_raw_table,enemy_damage_table.csv
8500,Tier 15,1.3008e+23,repo_raw_table,enemy_damage_table.csv
9000,Tier 15,3.1074e+23,repo_raw_table,enemy_damage_table.csv
9500,Tier 15,7.1652e+23,repo_raw_table,enemy_damage_table.csv
10000,Tier 15,1.67e+24,repo_raw_table,enemy_damage_table.csv
10500,Tier 15,3.85e+24,repo_raw_table,enemy_damage_table.csv
11000,Tier 15,9.08e+24,repo_raw_table,enemy_damage_table.csv
11500,Tier 15,2.013e+25,repo_raw_table,enemy_damage_table.csv
12000,Tier 15,4.689999999999999e+25,repo_raw_table,enemy_damage_table.csv
12500,Tier 15,1.0128e+26,repo_raw_table,enemy_damage_table.csv
13000,Tier 15,2.3697e+26,repo_raw_table,enemy_damage_table.csv
13500,Tier 15,5.6239e+26,repo_raw_table,enemy_damage_table.csv
14500,Tier 15,2.7500000000000004e+27,repo_raw_table,enemy_damage_table.csv
15000,Tier 15,5.91e+27,repo_raw_table,enemy_damage_table.csv
15500,Tier 15,1.322e+28,repo_raw_table,enemy_damage_table.csv
16000,Tier 15,2.906e+28,repo_raw_table,enemy_damage_table.csv
16500,Tier 15,6.393e+28,repo_raw_table,enemy_damage_table.csv
17000,Tier 15,1.3692000000000001e+29,repo_raw_table,enemy_damage_table.csv
17500,Tier 15,3.0257e+29,repo_raw_table,enemy_damage_table.csv
18000,Tier 15,6.740400000000001e+29,repo_raw_table,enemy_damage_table.csv
18500,Tier 15,1.42e+30,repo_raw_table,enemy_damage_table.csv
19000,Tier 15,3.11e+30,repo_raw_table,enemy_damage_table.csv
19500,Tier 15,6.679999999999999e+30,repo_raw_table,enemy_damage_table.csv
20000,Tier 15,1.418e+31,repo_raw_table,enemy_damage_table.csv
21000,Tier 15,7.040000000000001e+31,repo_raw_table,enemy_damage_table.csv
22000,Tier 15,3.1913e+32,repo_raw_table,enemy_damage_table.csv
23000,Tier 15,1.43e+33,repo_raw_table,enemy_damage_table.csv
24000,Tier 15,6.5e+33,repo_raw_table,enemy_damage_table.csv
25000,Tier 15,2.881e+34,repo_raw_table,enemy_damage_table.csv
30000,Tier 15,5.262e+37,repo_raw_table,enemy_damage_table.csv
35000,Tier 15,8.508e+40,repo_raw_table,enemy_damage_table.csv
40000,Tier 15,1.2713e+44,repo_raw_table,enemy_damage_table.csv
45000,Tier 15,1.8372e+47,repo_raw_table,enemy_damage_table.csv
50000,Tier 15,2.5156e+50,repo_raw_table,enemy_damage_table.csv
55000,Tier 15,3.5249e+53,repo_raw_table,enemy_damage_table.csv
60000,Tier 15,4.448600000000001e+56,repo_raw_table,enemy_damage_table.csv
65000,Tier 15,5.9153e+59,repo_raw_table,enemy_damage_table.csv
70000,Tier 15,7.4613e+62,repo_raw_table,enemy_damage_table.csv
75000,Tier 15,9.4447e+65,repo_raw_table,enemy_damage_table.csv
80000,Tier 15,1.13e+69,repo_raw_table,enemy_damage_table.csv
85000,Tier 15,1.46e+72,repo_raw_table,enemy_damage_table.csv
90000,Tier 15,1.7199999999999998e+75,repo_raw_table,enemy_damage_table.csv
95000,Tier 15,1.96e+78,repo_raw_table,enemy_damage_table.csv
100000,Tier 15,2.3399999999999995e+81,repo_raw_table,enemy_damage_table.csv
1,Tier 16,44130000000.0,repo_raw_table,enemy_damage_table.csv
10,Tier 16,201720000000.0,repo_raw_table,enemy_damage_table.csv
20,Tier 16,634390000000.0,repo_raw_table,enemy_damage_table.csv
30,Tier 16,1420000000000.0,repo_raw_table,enemy_damage_table.csv
40,Tier 16,2600000000000.0,repo_raw_table,enemy_damage_table.csv
50,Tier 16,4330000000000.0,repo_raw_table,enemy_damage_table.csv
60,Tier 16,6570000000000.0,repo_raw_table,enemy_damage_table.csv
70,Tier 16,9370000000000.0,repo_raw_table,enemy_damage_table.csv
80,Tier 16,13050000000000.0,repo_raw_table,enemy_damage_table.csv
90,Tier 16,17550000000000.0,repo_raw_table,enemy_damage_table.csv
100,Tier 16,23530000000000.0,repo_raw_table,enemy_damage_table.csv
150,Tier 16,69400000000000.01,repo_raw_table,enemy_damage_table.csv
