ledger_scope,source_family,wiki_track_name,source_item,wiki_page_title,wiki_page_url,state_field,max_level_field,activation_field,contributor_id,semantic_type,operation,target_stat,raw_or_derived,dependencies,unlock_notes,wiki_semantic_note,confidence,uncertainty_notes,source_ref
module_sub,module_sub,Golden Tower - Cooldown,Golden Tower - Cooldown,Sub-Module Effects,https://the-tower-idle-tower-defense.fandom.com/wiki/Sub-Module_Effects,module_sub__golden_tower_cooldown__tier,module_sub__golden_tower_cooldown__max_tier,module_sub__golden_tower_cooldown__equipped,module_sub__golden_tower_cooldown__cooldown_seconds_reduction,cooldown_seconds_reduction,reduce_cooldown_seconds,golden_tower_cooldown_seconds,raw,—,"Module sub-module effect; available on modules, rarity of the sub-module is independent of module rarity.",Core sub-module reduces Golden Tower Cooldown by 5s to 12s where available.,strong,Value depends on sub-module rarity tier; assist-module efficiency and hard caps may further constrain realized effect.,Sub-Module Effects lines 357-361
module_sub,module_sub,Golden Tower - Duration,Golden Tower - Duration,Sub-Module Effects,https://the-tower-idle-tower-defense.fandom.com/wiki/Sub-Module_Effects,module_sub__golden_tower_duration__tier,module_sub__golden_tower_duration__max_tier,module_sub__golden_tower_duration__equipped,module_sub__golden_tower_duration__duration_seconds_bonus,duration_seconds_bonus,add_duration_seconds,golden_tower_duration_seconds,raw,—,"Module sub-module effect; available on modules, rarity of the sub-module is independent of module rarity.",Core sub-module adds Golden Tower Duration by 2s to 7s where available.,strong,Value depends on sub-module rarity tier; assist-module efficiency and hard caps may further constrain realized effect.,Sub-Module Effects lines 357-360
module_sub,module_sub,Health Regen,Health Regen,Sub-Module Effects,https://the-tower-idle-tower-defense.fandom.com/wiki/Sub-Module_Effects,module_sub__health_regen__tier,module_sub__health_regen__max_tier,module_sub__health_regen__equipped,module_sub__health_regen__pct_bonus,pct_bonus,add_pct,health_regen,raw,—,"Module sub-module effect; available on modules, rarity of the sub-module is independent of module rarity.",Armor sub-module adds Health Regen % with rarity values 20 to 400.,strong,Value depends on sub-module rarity tier; assist-module efficiency and hard caps may further constrain realized effect.,Sub-Module Effects lines 323-325
module_sub,module_sub,Inner Land Mines - Cooldown,Inner Land Mines - Cooldown,Sub-Module Effects,https://the-tower-idle-tower-defense.fandom.com/wiki/Sub-Module_Effects,module_sub__inner_land_mines_cooldown__tier,module_sub__inner_land_mines_cooldown__max_tier,module_sub__inner_land_mines_cooldown__equipped,module_sub__inner_land_mines_cooldown__cooldown_seconds_reduction,cooldown_seconds_reduction,reduce_cooldown_seconds,inner_land_mines_cooldown_seconds,raw,—,"Module sub-module effect; available on modules, rarity of the sub-module is independent of module rarity.",Core sub-module reduces Inner Land Mines Cooldown by 5s to 13s where available.,strong,Additional stats from assist module sub-effects do not bypass the 37s ILM cooldown cap.,Sub-Module Effects lines 378-378
module_sub,module_sub,Inner Land Mines - Damage,Inner Land Mines - Damage,Sub-Module Effects,https://the-tower-idle-tower-defense.fandom.com/wiki/Sub-Module_Effects,module_sub__inner_land_mines_damage__tier,module_sub__inner_land_mines_damage__max_tier,module_sub__inner_land_mines_damage__equipped,module_sub__inner_land_mines_damage__multiplier,multiplier,set_multiplier,inner_land_mines_damage_multiplier,raw,—,"Module sub-module effect; available on modules, rarity of the sub-module is independent of module rarity.",Core sub-module adds Inner Land Mines Damage with rarity values 8x to 250x.,strong,Value depends on sub-module rarity tier; assist-module efficiency and hard caps may further constrain realized effect.,Sub-Module Effects lines 376-376
module_sub,module_sub,Inner Land Mines - Quantity,Inner Land Mines - Quantity,Sub-Module Effects,https://the-tower-idle-tower-defense.fandom.com/wiki/Sub-Module_Effects,module_sub__inner_land_mines_quantity__tier,module_sub__inner_land_mines_quantity__max_tier,module_sub__inner_land_mines_quantity__equipped,module_sub__inner_land_mines_quantity__count_bonus,count_bonus,add_count,inner_land_mines_quantity,raw,—,"Module sub-module effect; available on modules, rarity of the sub-module is independent of module rarity.",Core sub-module adds Inner Land Mines Quantity with rarity values 1 to 3 where available.,strong,Value depends on sub-module rarity tier; assist-module efficiency and hard caps may further constrain realized effect.,Sub-Module Effects lines 377-377
module_sub,module_sub,Interest / Wave,Interest / Wave,Sub-Module Effects,https://the-tower-idle-tower-defense.fandom.com/wiki/Sub-Module_Effects,module_sub__interest_wave__tier,module_sub__interest_wave__max_tier,module_sub__interest_wave__equipped,module_sub__interest_wave__pct_bonus,pct_bonus,add_pct,interest_per_wave_pct,raw,—,"Module sub-module effect; available on modules, rarity of the sub-module is independent of module rarity.",Generator sub-module adds Interest / Wave % with rarity values 2 to 8 where available.,strong,Value depends on sub-module rarity tier; assist-module efficiency and hard caps may further constrain realized effect.,Sub-Module Effects lines 342-351
module_sub,module_sub,Knockback Chance,Knockback Chance,Sub-Module Effects,https://the-tower-idle-tower-defense.fandom.com/wiki/Sub-Module_Effects,module_sub__knockback_chance__tier,module_sub__knockback_chance__max_tier,module_sub__knockback_chance__equipped,module_sub__knockback_chance__pct_bonus,pct_bonus,add_pct,knockback_chance,raw,—,"Module sub-module effect; available on modules, rarity of the sub-module is independent of module rarity.",Armor sub-module adds Knockback Chance % with rarity values 2 to 9 where available.,strong,Value depends on sub-module rarity tier; assist-module efficiency and hard caps may further constrain realized effect.,Sub-Module Effects lines 323-330
module_sub,module_sub,Knockback Force,Knockback Force,Sub-Module Effects,https://the-tower-idle-tower-defense.fandom.com/wiki/Sub-Module_Effects,module_sub__knockback_force__tier,module_sub__knockback_force__max_tier,module_sub__knockback_force__equipped,module_sub__knockback_force__base,base,set_base,knockback_force,raw,—,"Module sub-module effect; available on modules, rarity of the sub-module is independent of module rarity.",Armor sub-module adds Knockback Force with rarity values 0.1 to 1.5 where available.,strong,Value depends on sub-module rarity tier; assist-module efficiency and hard caps may further constrain realized effect.,Sub-Module Effects lines 323-331
module_sub,module_sub,Land Mine Chance,Land Mine Chance,Sub-Module Effects,https://the-tower-idle-tower-defense.fandom.com/wiki/Sub-Module_Effects,module_sub__land_mine_chance__tier,module_sub__land_mine_chance__max_tier,module_sub__land_mine_chance__equipped,module_sub__land_mine_chance__pct_bonus,pct_bonus,add_pct,land_mine_chance,raw,—,"Module sub-module effect; available on modules, rarity of the sub-module is independent of module rarity.",Armor sub-module adds Land Mine Chance % with rarity values 1.5 to 12 where available.,strong,Value depends on sub-module rarity tier; assist-module efficiency and hard caps may further constrain realized effect.,Sub-Module Effects lines 323-337
module_sub,module_sub,Land Mine Damage,Land Mine Damage,Sub-Module Effects,https://the-tower-idle-tower-defense.fandom.com/wiki/Sub-Module_Effects,module_sub__land_mine_damage__tier,module_sub__land_mine_damage__max_tier,module_sub__land_mine_damage__equipped,module_sub__land_mine_damage__pct_bonus,pct_bonus,add_pct,land_mine_damage,raw,—,"Module sub-module effect; available on modules, rarity of the sub-module is independent of module rarity.",Armor sub-module adds Land Mine Damage % with rarity values 30 to 800 where available.,strong,Value depends on sub-module rarity tier; assist-module efficiency and hard caps may further constrain realized effect.,Sub-Module Effects lines 323-336
module_sub,module_sub,Land Mine Radius,Land Mine Radius,Sub-Module Effects,https://the-tower-idle-tower-defense.fandom.com/wiki/Sub-Module_Effects,module_sub__land_mine_radius__tier,module_sub__land_mine_radius__max_tier,module_sub__land_mine_radius__equipped,module_sub__land_mine_radius__base,base,set_base,land_mine_radius,raw,—,"Module sub-module effect; available on modules, rarity of the sub-module is independent of module rarity.",Armor sub-module adds Land Mine Radius with rarity values 0.1 to 1.0 where available.,strong,Value depends on sub-module rarity tier; assist-module efficiency and hard caps may further constrain realized effect.,Sub-Module Effects lines 323-338
module_sub,module_sub,Lifesteal,Lifesteal,Sub-Module Effects,https://the-tower-idle-tower-defense.fandom.com/wiki/Sub-Module_Effects,module_sub__lifesteal__tier,module_sub__lifesteal__max_tier,module_sub__lifesteal__equipped,module_sub__lifesteal__pct_bonus,pct_bonus,add_pct,lifesteal,raw,—,"Module sub-module effect; available on modules, rarity of the sub-module is independent of module rarity.",Armor sub-module adds Lifesteal % with rarity values 0.3 to 2.0 where available.,strong,Value depends on sub-module rarity tier; assist-module efficiency and hard caps may further constrain realized effect.,Sub-Module Effects lines 323-329
module_sub,module_sub,Max Recovery,Max Recovery,Sub-Module Effects,https://the-tower-idle-tower-defense.fandom.com/wiki/Sub-Module_Effects,module_sub__max_recovery__tier,module_sub__max_recovery__max_tier,module_sub__max_recovery__equipped,module_sub__max_recovery__base,base,set_base,max_recovery_multiplier,raw,—,"Module sub-module effect; available on modules, rarity of the sub-module is independent of module rarity.",Generator sub-module adds Max Recovery with rarity values 0.4 to 1.5 where available.,strong,Value depends on sub-module rarity tier; assist-module efficiency and hard caps may further constrain realized effect.,Sub-Module Effects lines 342-353
module_sub,module_sub,Max Rend Armor Multi,Max Rend Armor Multi,Sub-Module Effects,https://the-tower-idle-tower-defense.fandom.com/wiki/Sub-Module_Effects,module_sub__max_rend_armor_multi__tier,module_sub__max_rend_armor_multi__max_tier,module_sub__max_rend_armor_multi__equipped,module_sub__max_rend_armor_multi__pct_bonus,pct_bonus,add_pct,rend_armor_max,raw,—,"Module sub-module effect; available on modules, rarity of the sub-module is independent of module rarity.",Cannon sub-module adds Max Rend Armor Multi % with rarity values 200 to 500 where available.,strong,Value depends on sub-module rarity tier; assist-module efficiency and hard caps may further constrain realized effect.,Sub-Module Effects lines 322-322
module_sub,module_sub,Multishot Chance,Multishot Chance,Sub-Module Effects,https://the-tower-idle-tower-defense.fandom.com/wiki/Sub-Module_Effects,module_sub__multishot_chance__tier,module_sub__multishot_chance__max_tier,module_sub__multishot_chance__equipped,module_sub__multishot_chance__pct_bonus,pct_bonus,add_pct,multishot_chance,raw,—,"Module sub-module effect; available on modules, rarity of the sub-module is independent of module rarity.",Cannon sub-module adds Multishot Chance % with rarity values 3 to 13 where available.,strong,Value depends on sub-module rarity tier; assist-module efficiency and hard caps may further constrain realized effect.,Sub-Module Effects lines 311-311
module_sub,module_sub,Multishot Targets,Multishot Targets,Sub-Module Effects,https://the-tower-idle-tower-defense.fandom.com/wiki/Sub-Module_Effects,module_sub__multishot_targets__tier,module_sub__multishot_targets__max_tier,module_sub__multishot_targets__equipped,module_sub__multishot_targets__count_bonus,count_bonus,add_count,multishot_targets,raw,—,"Module sub-module effect; available on modules, rarity of the sub-module is independent of module rarity.",Cannon sub-module adds Multishot Targets with rarity values 1 to 4 where available.,strong,Value depends on sub-module rarity tier; assist-module efficiency and hard caps may further constrain realized effect.,Sub-Module Effects lines 312-312
module_sub,module_sub,Orb Speed,Orb Speed,Sub-Module Effects,https://the-tower-idle-tower-defense.fandom.com/wiki/Sub-Module_Effects,module_sub__orb_speed__tier,module_sub__orb_speed__max_tier,module_sub__orb_speed__equipped,module_sub__orb_speed__base,base,set_base,orb_speed,raw,—,"Module sub-module effect; available on modules, rarity of the sub-module is independent of module rarity.",Armor sub-module adds Orb Speed with rarity values 1 to 3 where available.,strong,Value depends on sub-module rarity tier; assist-module efficiency and hard caps may further constrain realized effect.,Sub-Module Effects lines 323-332
module_sub,module_sub,Orbs,Orbs,Sub-Module Effects,https://the-tower-idle-tower-defense.fandom.com/wiki/Sub-Module_Effects,module_sub__orbs__tier,module_sub__orbs__max_tier,module_sub__orbs__equipped,module_sub__orbs__count_bonus,count_bonus,add_count,orbs,raw,—,"Module sub-module effect; available on modules, rarity of the sub-module is independent of module rarity.",Armor sub-module adds Orbs with rarity values 1 to 2 where available.,strong,Value depends on sub-module rarity tier; assist-module efficiency and hard caps may further constrain realized effect.,Sub-Module Effects lines 323-333
module_sub,module_sub,Package Chance,Package Chance,Sub-Module Effects,https://the-tower-idle-tower-defense.fandom.com/wiki/Sub-Module_Effects,module_sub__package_chance__tier,module_sub__package_chance__max_tier,module_sub__package_chance__equipped,module_sub__package_chance__chance_bonus,chance_bonus,add_chance,package_chance,raw,—,"Module sub-module effect; available on modules, rarity of the sub-module is independent of module rarity.",Generator sub-module adds Package Chance % with rarity values 5 to 15 where available.,strong,Value depends on sub-module rarity tier; assist-module efficiency and hard caps may further constrain realized effect.,Sub-Module Effects lines 342-354
module_sub,module_sub,Poison Swamp - Cooldown,Poison Swamp - Cooldown,Sub-Module Effects,https://the-tower-idle-tower-defense.fandom.com/wiki/Sub-Module_Effects,module_sub__poison_swamp_cooldown__tier,module_sub__poison_swamp_cooldown__max_tier,module_sub__poison_swamp_cooldown__equipped,module_sub__poison_swamp_cooldown__cooldown_seconds_reduction,cooldown_seconds_reduction,reduce_cooldown_seconds,poison_swamp_cooldown_seconds,raw,—,"Module sub-module effect; available on modules, rarity of the sub-module is independent of module rarity.",Core sub-module reduces Poison Swamp Cooldown by 2s to 10s where available.,strong,Value depends on sub-module rarity tier; assist-module efficiency and hard caps may further constrain realized effect.,Sub-Module Effects lines 381-381
module_sub,module_sub,Poison Swamp - Damage,Poison Swamp - Damage,Sub-Module Effects,https://the-tower-idle-tower-defense.fandom.com/wiki/Sub-Module_Effects,module_sub__poison_swamp_damage__tier,module_sub__poison_swamp_damage__max_tier,module_sub__poison_swamp_damage__equipped,module_sub__poison_swamp_damage__multiplier,multiplier,set_multiplier,poison_swamp_damage_multiplier,raw,—,"Module sub-module effect; available on modules, rarity of the sub-module is independent of module rarity.",Core sub-module adds Poison Swamp Damage with rarity values 8x to 250x.,strong,Value depends on sub-module rarity tier; assist-module efficiency and hard caps may further constrain realized effect.,Sub-Module Effects lines 379-379
module_sub,module_sub,Poison Swamp - Duration,Poison Swamp - Duration,Sub-Module Effects,https://the-tower-idle-tower-defense.fandom.com/wiki/Sub-Module_Effects,module_sub__poison_swamp_duration__tier,module_sub__poison_swamp_duration__max_tier,module_sub__poison_swamp_duration__equipped,module_sub__poison_swamp_duration__duration_seconds_bonus,duration_seconds_bonus,add_duration_seconds,poison_swamp_duration_seconds,raw,—,"Module sub-module effect; available on modules, rarity of the sub-module is independent of module rarity.",Core sub-module adds Poison Swamp Duration by 2s to 10s where available.,strong,Value depends on sub-module rarity tier; assist-module efficiency and hard caps may further constrain realized effect.,Sub-Module Effects lines 380-380
module_sub,module_sub,Rapid Fire Chance,Rapid Fire Chance,Sub-Module Effects,https://the-tower-idle-tower-defense.fandom.com/wiki/Sub-Module_Effects,module_sub__rapid_fire_chance__tier,module_sub__rapid_fire_chance__max_tier,module_sub__rapid_fire_chance__equipped,module_sub__rapid_fire_chance__pct_bonus,pct_bonus,add_pct,rapid_fire_chance,raw,—,"Module sub-module effect; available on modules, rarity of the sub-module is independent of module rarity.",Cannon sub-module adds Rapid Fire Chance % with rarity values 2 to 12 where available.,strong,Value depends on sub-module rarity tier; assist-module efficiency and hard caps may further constrain realized effect.,Sub-Module Effects lines 313-313
module_sub,module_sub,Rapid Fire Duration,Rapid Fire Duration,Sub-Module Effects,https://the-tower-idle-tower-defense.fandom.com/wiki/Sub-Module_Effects,module_sub__rapid_fire_duration__tier,module_sub__rapid_fire_duration__max_tier,module_sub__rapid_fire_duration__equipped,module_sub__rapid_fire_duration__duration_seconds_bonus,duration_seconds_bonus,add_duration_seconds,rapid_fire_duration_seconds,raw,—,"Module sub-module effect; available on modules, rarity of the sub-module is independent of module rarity.",Cannon sub-module adds Rapid Fire Duration with rarity values 0.4s to 3.5s where available.,strong,Value depends on sub-module rarity tier; assist-module efficiency and hard caps may further constrain realized effect.,Sub-Module Effects lines 314-314
module_sub,module_sub,Recovery Amount,Recovery Amount,Sub-Module Effects,https://the-tower-idle-tower-defense.fandom.com/wiki/Sub-Module_Effects,module_sub__recovery_amount__tier,module_sub__recovery_amount__max_tier,module_sub__recovery_amount__equipped,module_sub__recovery_amount__pct_bonus,pct_bonus,add_pct,recovery_amount_pct,raw,—,"Module sub-module effect; available on modules, rarity of the sub-module is independent of module rarity.",Generator sub-module adds Recovery Amount % with rarity values 3 to 10 where available.,strong,Value depends on sub-module rarity tier; assist-module efficiency and hard caps may further constrain realized effect.,Sub-Module Effects lines 342-352
module_sub,module_sub,Rend Armor Chance,Rend Armor Chance,Sub-Module Effects,https://the-tower-idle-tower-defense.fandom.com/wiki/Sub-Module_Effects,module_sub__rend_armor_chance__tier,module_sub__rend_armor_chance__max_tier,module_sub__rend_armor_chance__equipped,module_sub__rend_armor_chance__pct_bonus,pct_bonus,add_pct,rend_armor_chance,raw,—,"Module sub-module effect; available on modules, rarity of the sub-module is independent of module rarity.",Cannon sub-module adds Rend Armor Chance % with rarity values 2 to 8 where available.,strong,Value depends on sub-module rarity tier; assist-module efficiency and hard caps may further constrain realized effect.,Sub-Module Effects lines 320-320
module_sub,module_sub,Rend Armor Multi,Rend Armor Multi,Sub-Module Effects,https://the-tower-idle-tower-defense.fandom.com/wiki/Sub-Module_Effects,module_sub__rend_armor_multi__tier,module_sub__rend_armor_multi__max_tier,module_sub__rend_armor_multi__equipped,module_sub__rend_armor_multi__pct_bonus,pct_bonus,add_pct,rend_armor_mult,raw,—,"Module sub-module effect; available on modules, rarity of the sub-module is independent of module rarity.",Cannon sub-module adds Rend Armor Multi % with rarity values 2 to 8 where available.,strong,Value depends on sub-module rarity tier; assist-module efficiency and hard caps may further constrain realized effect.,Sub-Module Effects lines 321-321
module_sub,module_sub,Shockwave Frequency,Shockwave Frequency,Sub-Module Effects,https://the-tower-idle-tower-defense.fandom.com/wiki/Sub-Module_Effects,module_sub__shockwave_frequency__tier,module_sub__shockwave_frequency__max_tier,module_sub__shockwave_frequency__equipped,module_sub__shockwave_frequency__interval_seconds_reduction,interval_seconds_reduction,reduce_interval_seconds,shockwave_interval_seconds,raw,—,"Module sub-module effect; available on modules, rarity of the sub-module is independent of module rarity.",Armor sub-module reduces Shockwave Frequency by 1s to 4s where available.,strong,Additional stats from assist module sub-effects do not bypass the 7s Shockwave Frequency hard cap.,Sub-Module Effects lines 323-335
module_sub,module_sub,Shockwave Size,Shockwave Size,Sub-Module Effects,https://the-tower-idle-tower-defense.fandom.com/wiki/Sub-Module_Effects,module_sub__shockwave_size__tier,module_sub__shockwave_size__max_tier,module_sub__shockwave_size__equipped,module_sub__shockwave_size__base,base,set_base,shockwave_size,raw,—,"Module sub-module effect; available on modules, rarity of the sub-module is independent of module rarity.",Armor sub-module adds Shockwave Size with rarity values 0.1 to 1.0 where available.,strong,Value depends on sub-module rarity tier; assist-module efficiency and hard caps may further constrain realized effect.,Sub-Module Effects lines 323-334
module_sub,module_sub,Smart Missiles - Cooldown,Smart Missiles - Cooldown,Sub-Module Effects,https://the-tower-idle-tower-defense.fandom.com/wiki/Sub-Module_Effects,module_sub__smart_missiles_cooldown__tier,module_sub__smart_missiles_cooldown__max_tier,module_sub__smart_missiles_cooldown__equipped,module_sub__smart_missiles_cooldown__cooldown_seconds_reduction,cooldown_seconds_reduction,reduce_cooldown_seconds,smart_missiles_cooldown_seconds,raw,—,"Module sub-module effect; available on modules, rarity of the sub-module is independent of module rarity.",Core sub-module reduces Smart Missiles Cooldown by 2s to 6s where available.,strong,Value depends on sub-module rarity tier; assist-module efficiency and hard caps may further constrain realized effect.,Sub-Module Effects lines 375-375
module_sub,module_sub,Smart Missiles - Damage,Smart Missiles - Damage,Sub-Module Effects,https://the-tower-idle-tower-defense.fandom.com/wiki/Sub-Module_Effects,module_sub__smart_missiles_damage__tier,module_sub__smart_missiles_damage__max_tier,module_sub__smart_missiles_damage__equipped,module_sub__smart_missiles_damage__multiplier,multiplier,set_multiplier,smart_missiles_damage_multiplier,raw,—,"Module sub-module effect; available on modules, rarity of the sub-module is independent of module rarity.",Core sub-module adds Smart Missiles Damage with rarity values 8 to 250.,strong,Value depends on sub-module rarity tier; assist-module efficiency and hard caps may further constrain realized effect.,Sub-Module Effects lines 373-373
module_sub,module_sub,Smart Missiles - Quantity,Smart Missiles - Quantity,Sub-Module Effects,https://the-tower-idle-tower-defense.fandom.com/wiki/Sub-Module_Effects,module_sub__smart_missiles_quantity__tier,module_sub__smart_missiles_quantity__max_tier,module_sub__smart_missiles_quantity__equipped,module_sub__smart_missiles_quantity__count_bonus,count_bonus,add_count,smart_missiles_quantity,raw,—,"Module sub-module effect; available on modules, rarity of the sub-module is independent of module rarity.",Core sub-module adds Smart Missiles Quantity with rarity values 1 to 5 where available.,strong,Value depends on sub-module rarity tier; assist-module efficiency and hard caps may further constrain realized effect.,Sub-Module Effects lines 374-374
module_sub,module_sub,Spotlight - Angle,Spotlight - Angle,Sub-Module Effects,https://the-tower-idle-tower-defense.fandom.com/wiki/Sub-Module_Effects,module_sub__spotlight_angle__tier,module_sub__spotlight_angle__max_tier,module_sub__spotlight_angle__equipped,module_sub__spotlight_angle__angle_degrees,angle_degrees,set_angle_degrees,spotlight_angle_degrees,raw,—,"Module sub-module effect; available on modules, rarity of the sub-module is independent of module rarity.",Core sub-module adds Spotlight Angle with rarity values 3 to 15 degrees where available.,strong,Value depends on sub-module rarity tier; assist-module efficiency and hard caps may further constrain realized effect.,Sub-Module Effects lines 357-366
module_sub,module_sub,Spotlight - Bonus,Spotlight - Bonus,Sub-Module Effects,https://the-tower-idle-tower-defense.fandom.com/wiki/Sub-Module_Effects,module_sub__spotlight_bonus__tier,module_sub__spotlight_bonus__max_tier,module_sub__spotlight_bonus__equipped,module_sub__spotlight_bonus__base,base,set_base,spotlight_bonus_multiplier,raw,—,"Module sub-module effect; available on modules, rarity of the sub-module is independent of module rarity.",Core sub-module adds Spotlight Bonus with rarity values 1.2 to 20.,strong,Value depends on sub-module rarity tier; assist-module efficiency and hard caps may further constrain realized effect.,Sub-Module Effects lines 357-365
module_sub,module_sub,Super Crit Chance,Super Crit Chance,Sub-Module Effects,https://the-tower-idle-tower-defense.fandom.com/wiki/Sub-Module_Effects,module_sub__super_crit_chance__tier,module_sub__super_crit_chance__max_tier,module_sub__super_crit_chance__equipped,module_sub__super_crit_chance__pct_bonus,pct_bonus,add_pct,super_crit_chance,raw,—,"Module sub-module effect; available on modules, rarity of the sub-module is independent of module rarity.",Cannon sub-module adds Super Crit Chance % with rarity values 3 to 10 where available.,strong,Value depends on sub-module rarity tier; assist-module efficiency and hard caps may further constrain realized effect.,Sub-Module Effects lines 318-318
module_sub,module_sub,Super Crit Multi,Super Crit Multi,Sub-Module Effects,https://the-tower-idle-tower-defense.fandom.com/wiki/Sub-Module_Effects,module_sub__super_crit_multi__tier,module_sub__super_crit_multi__max_tier,module_sub__super_crit_multi__equipped,module_sub__super_crit_multi__base,base,set_base,super_crit_multiplier,raw,—,"Module sub-module effect; available on modules, rarity of the sub-module is independent of module rarity.",Cannon sub-module adds Super Crit Multi with rarity values 2 to 7 where available.,strong,Value depends on sub-module rarity tier; assist-module efficiency and hard caps may further constrain realized effect.,Sub-Module Effects lines 319-319
module_sub,module_sub,Thorns Damage,Thorns Damage,Sub-Module Effects,https://the-tower-idle-tower-defense.fandom.com/wiki/Sub-Module_Effects,module_sub__thorns_damage__tier,module_sub__thorns_damage__max_tier,module_sub__thorns_damage__equipped,module_sub__thorns_damage__base,base,set_base,thorns,raw,—,"Module sub-module effect; available on modules, rarity of the sub-module is independent of module rarity.",Armor sub-module adds Thorns Damage with rarity values 2 to 10 where available.,strong,Value depends on sub-module rarity tier; assist-module efficiency and hard caps may further constrain realized effect.,Sub-Module Effects lines 323-328
module_sub,module_sub,Wall Health,Wall Health,Sub-Module Effects,https://the-tower-idle-tower-defense.fandom.com/wiki/Sub-Module_Effects,module_sub__wall_health__tier,module_sub__wall_health__max_tier,module_sub__wall_health__equipped,module_sub__wall_health__pct_bonus,pct_bonus,add_pct,wall_health,raw,—,"Module sub-module effect; available on modules, rarity of the sub-module is independent of module rarity.",Armor sub-module adds Wall Health % with rarity values 20 to 120 where available.,strong,Value depends on sub-module rarity tier; assist-module efficiency and hard caps may further constrain realized effect.,Sub-Module Effects lines 323-340
module_sub,module_sub,Wall Rebuild,Wall Rebuild,Sub-Module Effects,https://the-tower-idle-tower-defense.fandom.com/wiki/Sub-Module_Effects,module_sub__wall_rebuild__tier,module_sub__wall_rebuild__max_tier,module_sub__wall_rebuild__equipped,module_sub__wall_rebuild__interval_seconds_reduction,interval_seconds_reduction,reduce_interval_seconds,wall_rebuild_seconds,raw,—,"Module sub-module effect; available on modules, rarity of the sub-module is independent of module rarity.",Armor sub-module reduces Wall Rebuild by 20s to 100s where available.,strong,Additional stats from assist module sub-effects do not bypass the 150s Wall Rebuild cap.,Sub-Module Effects lines 323-341
module_unique,module_unique,Duration,Amplifying Strike,Epic Module Unique Effect,https://the-tower-idle-tower-defense.fandom.com/wiki/Epic_Module_Unique_Effect,module_unique__amplifying_strike__tier,module_unique__amplifying_strike__max_tier,module_unique__amplifying_strike__equipped,module_unique__amplifying_strike__duration__duration_seconds,duration_seconds,set_duration_seconds,amplifying_strike_duration_seconds,raw,damage,Epic modules drawn as epics have a unique effect; merging rares to epic does not create unique abilities.,"Amplifying Strike causes killing a boss or elite to increase Tower Damage by 5x for [x]s, with rarity values 5, 11, 18, 26.",strong,Row captures the direct scaled unique-effect parameter from the wiki; fixed non-scaled behavior terms are kept in the semantic note rather than split into separate contributors.,Epic Module Unique Effect lines 307-310
module_unique,module_unique,Shockwave Vulnerability Multiplier,Anti-Cube Portal,Epic Module Unique Effect,https://the-tower-idle-tower-defense.fandom.com/wiki/Epic_Module_Unique_Effect,module_unique__anti_cube_portal__tier,module_unique__anti_cube_portal__max_tier,module_unique__anti_cube_portal__equipped,module_unique__anti_cube_portal__shockwave_vulnerability_multiplier__multiplier,multiplier,set_multiplier,shockwave_vulnerability_multiplier,raw,—,Epic modules drawn as epics have a unique effect; merging rares to epic does not create unique abilities.,"Anti-Cube Portal makes enemies take [x]x damage for 7s after they are hit by a shockwave, with rarity values 10, 15, 20, 25.",strong,Row captures the direct scaled unique-effect parameter from the wiki; fixed non-scaled behavior terms are kept in the semantic note rather than split into separate contributors.,Epic Module Unique Effect lines 311-313
module_unique,module_unique,Bounce Damage Per Bounce,Astral Deliverance,Epic Module Unique Effect,https://the-tower-idle-tower-defense.fandom.com/wiki/Epic_Module_Unique_Effect,module_unique__astral_deliverance__tier,module_unique__astral_deliverance__max_tier,module_unique__astral_deliverance__equipped,module_unique__astral_deliverance__bounce_damage_per_bounce__pct,pct,set_pct,bounce_shot_damage_per_bounce_pct,raw,bounce_shot_targets,Epic modules drawn as epics have a unique effect; merging rares to epic does not create unique abilities.,"Astral Deliverance causes each bounce to increase projectile damage by [x]% with rarity values 20, 40, 60, 80.",strong,Row captures the direct scaled unique-effect parameter from the wiki; fixed non-scaled behavior terms are kept in the semantic note rather than split into separate contributors.,Epic Module Unique Effect lines 300-302
module_unique,module_unique,Bounce Shot Range Ratio,Astral Deliverance,Epic Module Unique Effect,https://the-tower-idle-tower-defense.fandom.com/wiki/Epic_Module_Unique_Effect,module_unique__astral_deliverance__tier,module_unique__astral_deliverance__max_tier,module_unique__astral_deliverance__equipped,module_unique__astral_deliverance__bounce_shot_range_ratio__ratio,ratio,apply_ratio,bounce_shot_range_ratio,raw,"range_m, bounce_shot_range_m",Epic modules drawn as epics have a unique effect; merging rares to epic does not create unique abilities.,Astral Deliverance increases bounce shot range by 3% of the tower’s total range; the scaled table value applies to per-bounce projectile damage increase separately.,strong,Row captures the direct scaled unique-effect parameter from the wiki; fixed non-scaled behavior terms are kept in the semantic note rather than split into separate contributors.,Epic Module Unique Effect lines 300-302
