destination,status,verification_status,kb_alignment_status,verdict,final_value,unit,resolver,contributor_count,issues,level_contributors,unresolved_contributors,semantic_mismatches,ep_compare_status,ep_compare_delta,ep_compare_value,ep_compare_value_type,ep_reference_value,ep_reference_value_type,compare_context,formula_contract,contributor_consumption
context::bc.enemy_attack_speed_pct,mapped_not_resolved,needs_work,not_ep_compared,needs_work,,pct,bc_effective_value,1,"['level_contributor_present', 'semantically_incompatible_contributor_present']",['Enemy Attack Speed'],[],"[{'source': 'Enemy Attack Speed', 'value_type': 'level'}]",,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
context::enemy.fast.ultimate_enabled,mapped_not_resolved,not_resolved,not_ep_compared,fail,,unknown,standard_scalar_param,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
context::enemy.ranged.ultimate_enabled,mapped_not_resolved,not_resolved,not_ep_compared,fail,,unknown,standard_scalar_param,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
context::enemy.boss.ultimate_enabled,mapped_not_resolved,not_resolved,not_ep_compared,fail,,unknown,standard_scalar_param,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
context::enemy.basic.ultimate_enabled,mapped_not_resolved,not_resolved,not_ep_compared,fail,,unknown,standard_scalar_param,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
context::enemy.tank.ultimate_enabled,mapped_not_resolved,not_resolved,not_ep_compared,fail,,unknown,standard_scalar_param,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
context::enemy.protector.ultimate_enabled,mapped_not_resolved,not_resolved,not_ep_compared,fail,,unknown,standard_scalar_param,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
context::bc.uw_duration_reduction_seconds,mapped_not_resolved,needs_work,not_ep_compared,needs_work,,seconds,bc_effective_value,1,"['level_contributor_present', 'semantically_incompatible_contributor_present']",['Ultimate Weapon Durations'],[],"[{'source': 'Ultimate Weapon Durations', 'value_type': 'level'}]",,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
context::bc.death_defy_down_pct,mapped_not_resolved,needs_work,not_ep_compared,needs_work,,pct,bc_effective_value,1,"['level_contributor_present', 'semantically_incompatible_contributor_present']",['Death Defy Down'],[],"[{'source': 'Death Defy Down', 'value_type': 'level'}]",,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
context::bc.energy_shields_down_pct,mapped_not_resolved,needs_work,not_ep_compared,needs_work,,pct,bc_effective_value,1,"['level_contributor_present', 'semantically_incompatible_contributor_present']",['Energy Shields Down'],[],"[{'source': 'Energy Shields Down', 'value_type': 'level'}]",,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
context::bc.enemy_level_skip_reduction_pp,mapped_not_resolved,needs_work,not_ep_compared,needs_work,,unknown,standard_scalar_param,1,"['level_contributor_present', 'semantically_incompatible_contributor_present']",['Enemy Level Skip Reduction'],[],"[{'source': 'Enemy Level Skip Reduction', 'value_type': 'level'}]",,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
state::tower.crit_chance_pct,resolved,publishable,not_ep_compared,pass,86.0,pct,pct_capped_scalar_stat,3,[],[],[],[],,,,,,,,"{'formula_class': 'generic_validated', 'publish_policy': 'allow', 'compare_policy': 'normalize_percent_scale', 'rationale': 'KB-routed percent surface; compare remains normalized because EP may emit decimal fractions.'}","{'consumed': 3, 'listed': 3}"
state::tower.multishot_chance_pct,resolved,publishable,not_ep_compared,pass,49.5,pct,pct_capped_scalar_stat,2,[],[],[],[],,,,,,,,"{'formula_class': 'generic_validated', 'publish_policy': 'allow', 'compare_policy': 'normalize_percent_scale', 'rationale': ''}","{'consumed': 2, 'listed': 2}"
state::tower.multishot_targets,resolved,publishable,not_ep_compared,pass,13,count,integer_count_stat,2,[],[],[],[],,,,,,,,"{'formula_class': 'generic_validated', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}","{'consumed': 2, 'listed': 2}"
state::tower.rapid_fire_chance_pct,resolved,publishable,not_ep_compared,pass,34.0,pct,pct_capped_scalar_stat,2,[],[],[],[],,,,,,,,"{'formula_class': 'generic_validated', 'publish_policy': 'allow', 'compare_policy': 'normalize_percent_scale', 'rationale': ''}","{'consumed': 2, 'listed': 2}"
state::tower.rapid_fire_duration_seconds,resolved,publishable,not_ep_compared,pass,5.55,seconds,standard_scalar_stat,1,[],[],[],[],,,,,,,,"{'formula_class': 'generic_validated', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}","{'consumed': 1, 'listed': 1}"
state::tower.bounce_shot_chance_pct,resolved,publishable,not_ep_compared,pass,77.0,pct,pct_capped_scalar_stat,3,[],[],[],[],,,,,,,,"{'formula_class': 'generic_validated', 'publish_policy': 'allow', 'compare_policy': 'normalize_percent_scale', 'rationale': ''}","{'consumed': 3, 'listed': 3}"
state::tower.bounce_shot_targets,resolved,publishable,not_ep_compared,pass,14,count,integer_count_stat,2,[],[],[],[],,,,,,,,"{'formula_class': 'generic_validated', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}","{'consumed': 2, 'listed': 2}"
state::tower.bounce_shot_range_m,resolved,publishable,not_ep_compared,pass,8.0,m,standard_scalar_stat,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}","{'consumed': 1, 'listed': 1}"
state::tower.rend_armor_chance_pct,resolved,publishable,not_ep_compared,pass,112.125,pct,pct_capped_scalar_stat,2,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}","{'consumed': 2, 'listed': 2}"
state::tower.rend_armor_multiplier,resolved,publishable,not_ep_compared,pass,1.05,multiplier,standard_scalar_stat,3,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}","{'consumed': 3, 'listed': 3}"
state::tower.thorns_damage_pct,resolved,publishable,not_ep_compared,pass,121.0,pct,standard_scalar_stat,5,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}","{'consumed': 5, 'listed': 5}"
state::tower.lifesteal_pct,resolved,publishable,not_ep_compared,pass,12.265561341,pct,pct_capped_scalar_stat,2,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}","{'consumed': 2, 'listed': 2}"
state::tower.knockback_chance_pct,resolved,publishable,not_ep_compared,pass,80.0,pct,pct_capped_scalar_stat,2,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}","{'consumed': 2, 'listed': 2}"
state::tower.knockback_force,resolved,publishable,not_ep_compared,pass,2.172,force,standard_scalar_stat,5,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
state::tower.orb_speed_rpm,resolved,publishable,not_ep_compared,pass,7.1370000000000005,rpm,standard_scalar_stat,4,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}","{'consumed': 4, 'listed': 4}"
state::tower.shockwave_size_m,resolved,publishable,not_ep_compared,pass,2.35,m,standard_scalar_stat,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}","{'consumed': 1, 'listed': 1}"
state::tower.shockwave_interval_seconds,resolved,publishable,not_ep_compared,pass,14.0,seconds,standard_scalar_stat,2,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}","{'consumed': 2, 'listed': 2}"
state::tower.land_mine_chance_pct,resolved,publishable,not_ep_compared,pass,30.0,pct,pct_capped_scalar_stat,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}","{'consumed': 1, 'listed': 1}"
state::tower.land_mine_damage,mapped_not_resolved,not_resolved,not_ep_compared,fail,,damage,standard_scalar_stat,3,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
state::tower.land_mine_radius_m,resolved,publishable,not_ep_compared,pass,1.5,m,standard_scalar_stat,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}","{'consumed': 1, 'listed': 1}"
state::tower.death_defy_chance_pct,resolved,publishable,not_ep_compared,pass,30.0,pct,pct_capped_scalar_stat,2,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}","{'consumed': 2, 'listed': 2}"
state::tower.free_attack_upgrade_chance_pct,resolved,publishable,not_ep_compared,pass,96.75,pct,standard_scalar_stat,5,[],[],[],[],,,,,,,,"{'formula_class': 'generic_family_promoted', 'publish_policy': 'allow', 'compare_policy': 'noncomparable', 'rationale': 'EP export surface is not directly comparable to package stage semantics here.'}","{'consumed': 5, 'listed': 5}"
state::tower.free_defense_upgrade_chance_pct,resolved,publishable,not_ep_compared,pass,93.75,pct,standard_scalar_stat,5,[],[],[],[],,,,,,,,"{'formula_class': 'generic_family_promoted', 'publish_policy': 'allow', 'compare_policy': 'noncomparable', 'rationale': ''}","{'consumed': 5, 'listed': 5}"
state::tower.free_utility_upgrade_chance_pct,resolved,publishable,not_ep_compared,pass,106.95,pct,standard_scalar_stat,7,[],[],[],[],,,,,,,,"{'formula_class': 'generic_family_promoted', 'publish_policy': 'allow', 'compare_policy': 'noncomparable', 'rationale': ''}","{'consumed': 7, 'listed': 7}"
state::tower.orb_size_multiplier,resolved,publishable,not_ep_compared,pass,3.0,multiplier,standard_scalar_param,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
state::economy.coin_bonus_multiplier,resolved,publishable,not_ep_compared,pass,5.287490999999999,multiplier,standard_scalar_stat,3,[],[],[],[],,,,,,,,"{'formula_class': 'kb_contract_repaired', 'publish_policy': 'allow', 'compare_policy': 'helper_or_non_ep_surface', 'rationale': 'Broad KB-owned coin surface: direct Coin Bonus enhancement x generator main coin bonus only. Coin perks do not own this surface.'}",
state::economy.cells_kill_multiplier,resolved,publishable,not_ep_compared,pass,3.0,multiplier,standard_scalar_stat,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}","{'consumed': 1, 'listed': 1}"
state::tower.free_upgrade_multiplier,resolved,publishable,not_ep_compared,pass,2.0,multiplier,standard_scalar_stat,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}","{'consumed': 1, 'listed': 1}"
state::tower.recovery_package_multiplier,resolved,publishable,not_ep_compared,pass,4.0,multiplier,standard_scalar_stat,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}","{'consumed': 1, 'listed': 1}"
state::meta.cosmetic_bonus.theme_song_coin_multiplier,resolved,publishable,not_ep_compared,pass,1.682,unknown,standard_scalar_stat,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
state::account_flag.disable_ads,resolved,publishable,not_ep_compared,pass,True,unknown,capability_passthrough,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
state::account_flag.starter_pack,resolved,publishable,not_ep_compared,pass,True,unknown,capability_passthrough,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
state::account_flag.epic_pack,resolved,publishable,not_ep_compared,pass,True,unknown,capability_passthrough,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
state::meta.account_context.farming_tier,mapped_not_resolved,needs_work,not_ep_compared,needs_work,,unknown,capability_passthrough,1,"['unresolved_contributor_present', 'semantically_incompatible_contributor_present']",[],['Farming Tier'],"[{'source': 'Farming Tier', 'value_type': 'raw_text'}]",,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
state::meta.account_context.coin_multiplier_display,mapped_not_resolved,needs_work,not_ep_compared,needs_work,,unknown,capability_passthrough,1,"['unresolved_contributor_present', 'semantically_incompatible_contributor_present']",[],['Coin Multiplier'],"[{'source': 'Coin Multiplier', 'value_type': 'raw_text'}]",,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
state::account_meta.event_relic_count,resolved,publishable,not_ep_compared,pass,116.0,unknown,standard_scalar_param,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
state::account_meta.guild_relic_count,resolved,publishable,not_ep_compared,pass,13.0,unknown,standard_scalar_param,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
state::account_meta.other_relic_count,resolved,publishable,not_ep_compared,pass,23.0,unknown,standard_scalar_param,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
state::account_meta.total_relic_count,resolved,publishable,not_ep_compared,pass,152.0,unknown,standard_scalar_param,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
state::meta.lab_speed_multiplier,resolved,publishable,not_ep_compared,pass,1.395,multiplier,standard_scalar_stat,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}","{'consumed': 1, 'listed': 1}"
state::bot.global.range_bonus_m,resolved,publishable,not_ep_compared,pass,24.0,m,standard_scalar_param,3,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
state::bot.golden.range_m,resolved,publishable,not_ep_compared,pass,50.0,m,standard_scalar_param,3,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
state::bot.amplify.range_m,resolved,publishable,not_ep_compared,pass,25.0,m,standard_scalar_param,3,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
state::bot.flame.range_m,resolved,publishable,not_ep_compared,pass,46.0,m,standard_scalar_param,3,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
state::bot.thunder.range_m,resolved,publishable,not_ep_compared,pass,25.0,m,standard_scalar_param,3,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
state::tower.ultimate_damage_multiplier,resolved,publishable,not_ep_compared,pass,22.70389256,multiplier,standard_scalar_stat,4,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}","{'consumed': 4, 'listed': 4}"
state::economy.coins_multiplier,resolved,publishable,not_ep_compared,pass,2.146,multiplier,standard_scalar_stat,2,[],[],[],[],,,,,,,,"{'formula_class': 'kb_contract_helper_surface', 'publish_policy': 'allow', 'compare_policy': 'helper_or_non_ep_surface', 'rationale': 'Helper broad-coins multiplier from card and relic rows only; used for composed all-coin display surface.'}",
state::account_meta.keys_spent,resolved,publishable,not_ep_compared,pass,0.0,unknown,standard_scalar_param,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
state::account_flag.discount_enhancements_pct,resolved,publishable,not_ep_compared,pass,0.0,unknown,capability_passthrough,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
state::account_flag.discount_rerolls_pct,resolved,publishable,not_ep_compared,pass,0.0,unknown,capability_passthrough,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
state::capability.additional_card_slot.count,resolved,publishable,not_ep_compared,pass,0.0,unknown,capability_passthrough,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
state::account_flag.workshop_respec_discount_pct,resolved,publishable,not_ep_compared,pass,0.0,unknown,capability_passthrough,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
state::account_flag.bot_respec_discount_pct,resolved,publishable,not_ep_compared,pass,0.0,unknown,capability_passthrough,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
state::account_flag.ad_gems_stack_multiplier,resolved,publishable,not_ep_compared,pass,1.0,unknown,capability_passthrough,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
state::account_flag.demon_mode_automation,resolved,publishable,not_ep_compared,pass,False,unknown,capability_passthrough,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
state::account_flag.smart_demon_mode_automation,resolved,publishable,not_ep_compared,pass,False,unknown,capability_passthrough,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
state::account_flag.free_mission_reroll,resolved,publishable,not_ep_compared,pass,False,unknown,capability_passthrough,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
state::account_flag.nuke_automation,resolved,publishable,not_ep_compared,pass,False,unknown,capability_passthrough,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
state::account_flag.smart_nuke_automation,resolved,publishable,not_ep_compared,pass,False,unknown,capability_passthrough,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
state::account_flag.workshop_presets,resolved,publishable,not_ep_compared,pass,False,unknown,capability_passthrough,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
state::account_flag.missile_barrage_automation,resolved,publishable,not_ep_compared,pass,False,unknown,capability_passthrough,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
state::account_flag.smart_missile_barrage_automation,resolved,publishable,not_ep_compared,pass,False,unknown,capability_passthrough,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
state::account_flag.daily_mission_set_shard_type,resolved,publishable,not_ep_compared,pass,False,unknown,capability_passthrough,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
state::account_flag.auto_shatter_rare_modules,resolved,publishable,not_ep_compared,pass,False,unknown,capability_passthrough,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
state::account_flag.auto_restart_run,resolved,publishable,not_ep_compared,pass,False,unknown,capability_passthrough,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
state::account_flag.auto_charge_berzerker,resolved,publishable,not_ep_compared,pass,False,unknown,capability_passthrough,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
state::account_flag.damage_cap_slider,resolved,publishable,not_ep_compared,pass,False,unknown,capability_passthrough,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
state::account_flag.bot_presets,resolved,publishable,not_ep_compared,pass,False,unknown,capability_passthrough,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
state::account_flag.workshop_orb_adjuster,resolved,publishable,not_ep_compared,pass,False,unknown,capability_passthrough,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
state::account_flag.bot_cooldown_sliders,resolved,publishable,not_ep_compared,pass,False,unknown,capability_passthrough,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
state::capability.bot.golden.owned,resolved,publishable,not_ep_compared,pass,True,unknown,standard_bool,2,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
state::capability.bot.amplify.owned,resolved,publishable,not_ep_compared,pass,True,unknown,standard_bool,2,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
state::capability.bot.flame.owned,resolved,publishable,not_ep_compared,pass,True,unknown,standard_bool,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
state::capability.bot.thunder.owned,resolved,publishable,not_ep_compared,pass,True,unknown,standard_bool,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
state::bot.flame.damage_reduction_pct,resolved,publishable,not_ep_compared,pass,0.35,pct,pct_capped_param,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
state::bot.flame.damage_multiplier,resolved,publishable,not_ep_compared,pass,50.0,multiplier,standard_scalar_param,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
state::bot.thunder.duration_seconds,resolved,publishable,not_ep_compared,pass,5.0,seconds,standard_scalar_param,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
state::bot.thunder.linger_slow_pct,resolved,publishable,not_ep_compared,pass,0.2,pct,pct_capped_param,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
state::bot.golden.bonus_multiplier,resolved,publishable,not_ep_compared,pass,6.4,multiplier,standard_scalar_param,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
state::bot.amplify.bonus_multiplier,resolved,publishable,not_ep_compared,pass,3.5,multiplier,standard_scalar_param,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
state::guardian.attack.percentage,resolved,publishable,not_ep_compared,pass,0.01,unknown,standard_scalar_param,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
state::guardian.attack.cooldown,resolved,publishable,not_ep_compared,pass,120.0,unknown,standard_scalar_param,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
state::guardian.attack.targets,resolved,publishable,not_ep_compared,pass,1.0,unknown,standard_scalar_param,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
state::guardian.ally.recovery_amount,resolved,publishable,not_ep_compared,pass,0.01,unknown,standard_scalar_param,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
state::guardian.ally.max_recovery,resolved,publishable,not_ep_compared,pass,1.1,unknown,standard_scalar_param,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
state::guardian.ally.cooldown,resolved,publishable,not_ep_compared,pass,120.0,unknown,standard_scalar_param,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
state::guardian.bounty.multiplier,resolved,publishable,not_ep_compared,pass,0.01,unknown,standard_scalar_param,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
state::guardian.bounty.cooldown,resolved,publishable,not_ep_compared,pass,120.0,unknown,standard_scalar_param,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
state::guardian.bounty.targets,resolved,publishable,not_ep_compared,pass,1.0,unknown,standard_scalar_param,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
state::guardian.fetch.cooldown,resolved,publishable,not_ep_compared,pass,88.0,unknown,standard_scalar_param,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
state::guardian.fetch.find_chance,resolved,publishable,not_ep_compared,pass,0.3700000000000002,unknown,standard_scalar_param,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
state::guardian.fetch.double_find_chance,resolved,publishable,not_ep_compared,pass,0.10999999999999999,unknown,standard_scalar_param,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
state::guardian.summon.cooldown,resolved,publishable,not_ep_compared,pass,90.0,unknown,standard_scalar_param,1,[],[],[],[],,,,,,,,"{'formula_class': 'unclassified', 'publish_policy': 'allow', 'compare_policy': 'normal', 'rationale': ''}",
