bc_id,league,wave,magnitude
basic_ultimate_tank,legend,350,0.06
basic_ultimate_range,legend,350,0.03
basic_ultimate_boss,legend,350,0.01
basic_ultimate_protector,legend,350,0.01
boss_ultimate,legend,350,0.55
death_defy_down,legend,350,-0.14
death_ray_resistance,legend,350,0.3
enemy_attack_speed,legend,350,2.5
energy_shields_down,legend,350,0.5
enemy_speed,legend,350,1.4
fast_ultimate,legend,350,6
more_bosses,legend,350,6
more_enemies,legend,350,0.5
knockback_resistance,legend,350,0.5
orb_resistance,legend,350,0.09
plasma_cannon_resistance,legend,350,0.5
protector_ultimate,legend,350,150
ranged_ultimate_tower_disable_time,legend,350,0.6
tank_ultimate,legend,350,150
thorns_resistance,legend,350,0.5
ultimate_weapons_duration,legend,350,-5
enemy_level_skip,legend,350,-0.18
armored_enemies,copper,400,55
basic_ultimate_fast,copper,400,0.06
basic_ultimate_tank,copper,400,0.06
basic_ultimate_range,copper,400,0.03
basic_ultimate_boss,copper,400,0.01
basic_ultimate_protector,copper,400,0.01
boss_ultimate,copper,400,0.6
death_defy_down,copper,400,-0.16
death_ray_resistance,copper,400,0.25
enemy_attack_speed,copper,400,2.75
energy_shields_down,copper,400,0.55
enemy_speed,copper,400,1.5
fast_ultimate,copper,400,6
more_bosses,copper,400,6
more_enemies,copper,400,0.55
knockback_resistance,copper,400,0.45
orb_resistance,copper,400,0.08
plasma_cannon_resistance,copper,400,0.45
protector_ultimate,copper,400,165
ranged_ultimate_tower_disable_time,copper,400,0.6
tank_ultimate,copper,400,165
thorns_resistance,copper,400,0.45
ultimate_weapons_duration,copper,400,-6
enemy_level_skip,copper,400,-0.2
armored_enemies,silver,400,55
basic_ultimate_fast,silver,400,0.06
basic_ultimate_tank,silver,400,0.06
basic_ultimate_range,silver,400,0.03
basic_ultimate_boss,silver,400,0.01
basic_ultimate_protector,silver,400,0.01
boss_ultimate,silver,400,0.6
death_defy_down,silver,400,-0.16
death_ray_resistance,silver,400,0.25
enemy_attack_speed,silver,400,2.75
energy_shields_down,silver,400,0.55
enemy_speed,silver,400,1.5
fast_ultimate,silver,400,6
more_bosses,silver,400,6
more_enemies,silver,400,0.55
knockback_resistance,silver,400,0.45
orb_resistance,silver,400,0.08
plasma_cannon_resistance,silver,400,0.45
protector_ultimate,silver,400,165
ranged_ultimate_tower_disable_time,silver,400,0.6
tank_ultimate,silver,400,165
thorns_resistance,silver,400,0.45
ultimate_weapons_duration,silver,400,-6
enemy_level_skip,silver,400,-0.2
armored_enemies,gold,400,55
basic_ultimate_fast,gold,400,0.06
basic_ultimate_tank,gold,400,0.06
basic_ultimate_range,gold,400,0.03
basic_ultimate_boss,gold,400,0.01
basic_ultimate_protector,gold,400,0.01
boss_ultimate,gold,400,0.6
death_defy_down,gold,400,-0.16
death_ray_resistance,gold,400,0.25
enemy_attack_speed,gold,400,2.75
energy_shields_down,gold,400,0.55
enemy_speed,gold,400,1.5
fast_ultimate,gold,400,6
more_bosses,gold,400,6
more_enemies,gold,400,0.55
knockback_resistance,gold,400,0.45
orb_resistance,gold,400,0.08
plasma_cannon_resistance,gold,400,0.45
protector_ultimate,gold,400,165
ranged_ultimate_tower_disable_time,gold,400,0.6
tank_ultimate,gold,400,165
thorns_resistance,gold,400,0.45
ultimate_weapons_duration,gold,400,-6
enemy_level_skip,gold,400,-0.2
armored_enemies,platinum,400,55
basic_ultimate_fast,platinum,400,0.06
basic_ultimate_tank,platinum,400,0.06
basic_ultimate_range,platinum,400,0.03
basic_ultimate_boss,platinum,400,0.01
basic_ultimate_protector,platinum,400,0.01
boss_ultimate,platinum,400,0.6
death_defy_down,platinum,400,-0.16
death_ray_resistance,platinum,400,0.25
enemy_attack_speed,platinum,400,2.75
energy_shields_down,platinum,400,0.55
enemy_speed,platinum,400,1.5
fast_ultimate,platinum,400,6
more_bosses,platinum,400,6
more_enemies,platinum,400,0.55
knockback_resistance,platinum,400,0.45
orb_resistance,platinum,400,0.08
plasma_cannon_resistance,platinum,400,0.45
protector_ultimate,platinum,400,165
ranged_ultimate_tower_disable_time,platinum,400,0.6
tank_ultimate,platinum,400,165
thorns_resistance,platinum,400,0.45
ultimate_weapons_duration,platinum,400,-6
enemy_level_skip,platinum,400,-0.2
armored_enemies,champion,400,55
basic_ultimate_fast,champion,400,0.06
basic_ultimate_tank,champion,400,0.06
basic_ultimate_range,champion,400,0.03
basic_ultimate_boss,champion,400,0.01
basic_ultimate_protector,champion,400,0.01
boss_ultimate,champion,400,0.6
death_defy_down,champion,400,-0.16
death_ray_resistance,champion,400,0.25
enemy_attack_speed,champion,400,2.75
energy_shields_down,champion,400,0.55
enemy_speed,champion,400,1.5
fast_ultimate,champion,400,6
more_bosses,champion,400,6
more_enemies,champion,400,0.55
knockback_resistance,champion,400,0.45
orb_resistance,champion,400,0.08
plasma_cannon_resistance,champion,400,0.45
protector_ultimate,champion,400,165
ranged_ultimate_tower_disable_time,champion,400,0.6
tank_ultimate,champion,400,165
thorns_resistance,champion,400,0.45
ultimate_weapons_duration,champion,400,-6
enemy_level_skip,champion,400,-0.2
armored_enemies,legend,400,55
basic_ultimate_fast,legend,400,0.06
basic_ultimate_tank,legend,400,0.06
basic_ultimate_range,legend,400,0.03
basic_ultimate_boss,legend,400,0.01
basic_ultimate_protector,legend,400,0.01
boss_ultimate,legend,400,0.6
death_defy_down,legend,400,-0.16
death_ray_resistance,legend,400,0.25
enemy_attack_speed,legend,400,2.75
energy_shields_down,legend,400,0.55
enemy_speed,legend,400,1.5
fast_ultimate,legend,400,6
more_bosses,legend,400,6
more_enemies,legend,400,0.55
knockback_resistance,legend,400,0.45
orb_resistance,legend,400,0.08
plasma_cannon_resistance,legend,400,0.45
protector_ultimate,legend,400,165
ranged_ultimate_tower_disable_time,legend,400,0.6
tank_ultimate,legend,400,165
thorns_resistance,legend,400,0.45
ultimate_weapons_duration,legend,400,-6
enemy_level_skip,legend,400,-0.2
armored_enemies,copper,450,60
basic_ultimate_fast,copper,450,0.07
basic_ultimate_tank,copper,450,0.07
basic_ultimate_range,copper,450,0.04
basic_ultimate_boss,copper,450,0.01
basic_ultimate_protector,copper,450,0.01
boss_ultimate,copper,450,0.65
death_defy_down,copper,450,-0.18
death_ray_resistance,copper,450,0.2
enemy_attack_speed,copper,450,3
energy_shields_down,copper,450,0.6
enemy_speed,copper,450,1.6
fast_ultimate,copper,450,7
more_bosses,copper,450,6
more_enemies,copper,450,0.6
knockback_resistance,copper,450,0.4
orb_resistance,copper,450,0.07
plasma_cannon_resistance,copper,450,0.4
protector_ultimate,copper,450,180
ranged_ultimate_tower_disable_time,copper,450,0.7
tank_ultimate,copper,450,180
thorns_resistance,copper,450,0.4
ultimate_weapons_duration,copper,450,-6
enemy_level_skip,copper,450,-0.22
armored_enemies,silver,450,60
basic_ultimate_fast,silver,450,0.07
basic_ultimate_tank,silver,450,0.07
basic_ultimate_range,silver,450,0.04
basic_ultimate_boss,silver,450,0.01
basic_ultimate_protector,silver,450,0.01
boss_ultimate,silver,450,0.65
death_defy_down,silver,450,-0.18
death_ray_resistance,silver,450,0.2
enemy_attack_speed,silver,450,3
energy_shields_down,silver,450,0.6
enemy_speed,silver,450,1.6
fast_ultimate,silver,450,7
more_bosses,silver,450,6
more_enemies,silver,450,0.6
knockback_resistance,silver,450,0.4
orb_resistance,silver,450,0.07
plasma_cannon_resistance,silver,450,0.4
protector_ultimate,silver,450,180
ranged_ultimate_tower_disable_time,silver,450,0.7
tank_ultimate,silver,450,180
thorns_resistance,silver,450,0.4
ultimate_weapons_duration,silver,450,-6
enemy_level_skip,silver,450,-0.22
armored_enemies,gold,450,60
basic_ultimate_fast,gold,450,0.07
basic_ultimate_tank,gold,450,0.07
basic_ultimate_range,gold,450,0.04
basic_ultimate_boss,gold,450,0.01
basic_ultimate_protector,gold,450,0.01
boss_ultimate,gold,450,0.65
death_defy_down,gold,450,-0.18
death_ray_resistance,gold,450,0.2
enemy_attack_speed,gold,450,3
energy_shields_down,gold,450,0.6
enemy_speed,gold,450,1.6
fast_ultimate,gold,450,7
more_bosses,gold,450,6
more_enemies,gold,450,0.6
knockback_resistance,gold,450,0.4
orb_resistance,gold,450,0.07
plasma_cannon_resistance,gold,450,0.4
protector_ultimate,gold,450,180
ranged_ultimate_tower_disable_time,gold,450,0.7
tank_ultimate,gold,450,180
thorns_resistance,gold,450,0.4
ultimate_weapons_duration,gold,450,-6
enemy_level_skip,gold,450,-0.22
armored_enemies,platinum,450,60
basic_ultimate_fast,platinum,450,0.07
basic_ultimate_tank,platinum,450,0.07
basic_ultimate_range,platinum,450,0.04
basic_ultimate_boss,platinum,450,0.01
basic_ultimate_protector,platinum,450,0.01
boss_ultimate,platinum,450,0.65
death_defy_down,platinum,450,-0.18
death_ray_resistance,platinum,450,0.2
enemy_attack_speed,platinum,450,3
energy_shields_down,platinum,450,0.6
enemy_speed,platinum,450,1.6
fast_ultimate,platinum,450,7
more_bosses,platinum,450,6
more_enemies,platinum,450,0.6
knockback_resistance,platinum,450,0.4
orb_resistance,platinum,450,0.07
plasma_cannon_resistance,platinum,450,0.4
protector_ultimate,platinum,450,180
ranged_ultimate_tower_disable_time,platinum,450,0.7
tank_ultimate,platinum,450,180
thorns_resistance,platinum,450,0.4
ultimate_weapons_duration,platinum,450,-6
enemy_level_skip,platinum,450,-0.22
armored_enemies,champion,450,60
basic_ultimate_fast,champion,450,0.07
basic_ultimate_tank,champion,450,0.07
basic_ultimate_range,champion,450,0.04
basic_ultimate_boss,champion,450,0.01
basic_ultimate_protector,champion,450,0.01
boss_ultimate,champion,450,0.65
death_defy_down,champion,450,-0.18
death_ray_resistance,champion,450,0.2
enemy_attack_speed,champion,450,3
energy_shields_down,champion,450,0.6
enemy_speed,champion,450,1.6
fast_ultimate,champion,450,7
more_bosses,champion,450,6
more_enemies,champion,450,0.6
knockback_resistance,champion,450,0.4
orb_resistance,champion,450,0.07
plasma_cannon_resistance,champion,450,0.4
protector_ultimate,champion,450,180
ranged_ultimate_tower_disable_time,champion,450,0.7
tank_ultimate,champion,450,180
thorns_resistance,champion,450,0.4
ultimate_weapons_duration,champion,450,-6
enemy_level_skip,champion,450,-0.22
armored_enemies,legend,450,60
basic_ultimate_fast,legend,450,0.07
basic_ultimate_tank,legend,450,0.07
basic_ultimate_range,legend,450,0.04
basic_ultimate_boss,legend,450,0.01
basic_ultimate_protector,legend,450,0.01
boss_ultimate,legend,450,0.65
death_defy_down,legend,450,-0.18
death_ray_resistance,legend,450,0.2
enemy_attack_speed,legend,450,3
energy_shields_down,legend,450,0.6
enemy_speed,legend,450,1.6
fast_ultimate,legend,450,7
more_bosses,legend,450,6
more_enemies,legend,450,0.6
knockback_resistance,legend,450,0.4
orb_resistance,legend,450,0.07
plasma_cannon_resistance,legend,450,0.4
protector_ultimate,legend,450,180
ranged_ultimate_tower_disable_time,legend,450,0.7
tank_ultimate,legend,450,180
thorns_resistance,legend,450,0.4
ultimate_weapons_duration,legend,450,-6
enemy_level_skip,legend,450,-0.22
armored_enemies,copper,500,65
basic_ultimate_fast,copper,500,0.07
basic_ultimate_tank,copper,500,0.07
basic_ultimate_range,copper,500,0.04
basic_ultimate_boss,copper,500,0.01
basic_ultimate_protector,copper,500,0.01
boss_ultimate,copper,500,0.7
death_defy_down,copper,500,-0.2
death_ray_resistance,copper,500,0.15
enemy_attack_speed,copper,500,3.25
energy_shields_down,copper,500,0.65
enemy_speed,copper,500,1.7
fast_ultimate,copper,500,7
more_bosses,copper,500,6
more_enemies,copper,500,0.65
knockback_resistance,copper,500,0.35
orb_resistance,copper,500,0.06
plasma_cannon_resistance,copper,500,0.35
protector_ultimate,copper,500,195
ranged_ultimate_tower_disable_time,copper,500,0.7
tank_ultimate,copper,500,210
thorns_resistance,copper,500,0.35
ultimate_weapons_duration,copper,500,-7
enemy_level_skip,copper,500,-0.24
armored_enemies,silver,500,65
basic_ultimate_fast,silver,500,0.07
basic_ultimate_tank,silver,500,0.07
basic_ultimate_range,silver,500,0.04
basic_ultimate_boss,silver,500,0.01
basic_ultimate_protector,silver,500,0.01
boss_ultimate,silver,500,0.7
death_defy_down,silver,500,-0.2
death_ray_resistance,silver,500,0.15
enemy_attack_speed,silver,500,3.25
energy_shields_down,silver,500,0.65
enemy_speed,silver,500,1.7
fast_ultimate,silver,500,7
more_bosses,silver,500,6
more_enemies,silver,500,0.65
knockback_resistance,silver,500,0.35
orb_resistance,silver,500,0.06
plasma_cannon_resistance,silver,500,0.35
protector_ultimate,silver,500,195
ranged_ultimate_tower_disable_time,silver,500,0.7
tank_ultimate,silver,500,210
thorns_resistance,silver,500,0.35
ultimate_weapons_duration,silver,500,-7
enemy_level_skip,silver,500,-0.24
armored_enemies,gold,500,65
basic_ultimate_fast,gold,500,0.07
basic_ultimate_tank,gold,500,0.07
basic_ultimate_range,gold,500,0.04
basic_ultimate_boss,gold,500,0.01
basic_ultimate_protector,gold,500,0.01
boss_ultimate,gold,500,0.7
death_defy_down,gold,500,-0.2
death_ray_resistance,gold,500,0.15
enemy_attack_speed,gold,500,3.25
energy_shields_down,gold,500,0.65
enemy_speed,gold,500,1.7
fast_ultimate,gold,500,7
more_bosses,gold,500,6
more_enemies,gold,500,0.65
knockback_resistance,gold,500,0.35
orb_resistance,gold,500,0.06
plasma_cannon_resistance,gold,500,0.35
protector_ultimate,gold,500,195
ranged_ultimate_tower_disable_time,gold,500,0.7
tank_ultimate,gold,500,210
thorns_resistance,gold,500,0.35
ultimate_weapons_duration,gold,500,-7
enemy_level_skip,gold,500,-0.24
armored_enemies,platinum,500,65
basic_ultimate_fast,platinum,500,0.07
basic_ultimate_tank,platinum,500,0.07
basic_ultimate_range,platinum,500,0.04
basic_ultimate_boss,platinum,500,0.01
basic_ultimate_protector,platinum,500,0.01
boss_ultimate,platinum,500,0.7
death_defy_down,platinum,500,-0.2
death_ray_resistance,platinum,500,0.15
enemy_attack_speed,platinum,500,3.25
energy_shields_down,platinum,500,0.65
enemy_speed,platinum,500,1.7
fast_ultimate,platinum,500,7
more_bosses,platinum,500,6
more_enemies,platinum,500,0.65
knockback_resistance,platinum,500,0.35
orb_resistance,platinum,500,0.06
plasma_cannon_resistance,platinum,500,0.35
protector_ultimate,platinum,500,195
ranged_ultimate_tower_disable_time,platinum,500,0.7
tank_ultimate,platinum,500,210
thorns_resistance,platinum,500,0.35
ultimate_weapons_duration,platinum,500,-7
enemy_level_skip,platinum,500,-0.24
armored_enemies,champion,500,65
basic_ultimate_fast,champion,500,0.07
basic_ultimate_tank,champion,500,0.07
basic_ultimate_range,champion,500,0.04
basic_ultimate_boss,champion,500,0.01
basic_ultimate_protector,champion,500,0.01
boss_ultimate,champion,500,0.7
death_defy_down,champion,500,-0.2
death_ray_resistance,champion,500,0.15
enemy_attack_speed,champion,500,3.25
energy_shields_down,champion,500,0.65
enemy_speed,champion,500,1.7
fast_ultimate,champion,500,7
more_bosses,champion,500,6
more_enemies,champion,500,0.65
knockback_resistance,champion,500,0.35
orb_resistance,champion,500,0.06
plasma_cannon_resistance,champion,500,0.35
protector_ultimate,champion,500,195
ranged_ultimate_tower_disable_time,champion,500,0.7
tank_ultimate,champion,500,210
thorns_resistance,champion,500,0.35
ultimate_weapons_duration,champion,500,-7
enemy_level_skip,champion,500,-0.24
armored_enemies,legend,500,65
basic_ultimate_fast,legend,500,0.07
basic_ultimate_tank,legend,500,0.07
basic_ultimate_range,legend,500,0.04
basic_ultimate_boss,legend,500,0.01
basic_ultimate_protector,legend,500,0.01
boss_ultimate,legend,500,0.7
death_defy_down,legend,500,-0.2
death_ray_resistance,legend,500,0.15
enemy_attack_speed,legend,500,3.25
energy_shields_down,legend,500,0.65
enemy_speed,legend,500,1.7
fast_ultimate,legend,500,7
more_bosses,legend,500,6
more_enemies,legend,500,0.65
knockback_resistance,legend,500,0.35
orb_resistance,legend,500,0.06
plasma_cannon_resistance,legend,500,0.35
protector_ultimate,legend,500,195
ranged_ultimate_tower_disable_time,legend,500,0.7
tank_ultimate,legend,500,210
thorns_resistance,legend,500,0.35
ultimate_weapons_duration,legend,500,-7
enemy_level_skip,legend,500,-0.24
armored_enemies,copper,600,70
basic_ultimate_fast,copper,600,0.08
basic_ultimate_tank,copper,600,0.08
basic_ultimate_range,copper,600,0.04
basic_ultimate_boss,copper,600,0.01
basic_ultimate_protector,copper,600,0.01
boss_ultimate,copper,600,0.75
death_defy_down,copper,600,-0.22
death_ray_resistance,copper,600,0.1
enemy_attack_speed,copper,600,3.5
energy_shields_down,copper,600,0.7
enemy_speed,copper,600,1.8
fast_ultimate,copper,600,8
more_bosses,copper,600,6
more_enemies,copper,600,0.7
knockback_resistance,copper,600,0.3
orb_resistance,copper,600,0.05
plasma_cannon_resistance,copper,600,0.3
protector_ultimate,copper,600,210
ranged_ultimate_tower_disable_time,copper,600,0.8
tank_ultimate,copper,600,225
thorns_resistance,copper,600,0.3
ultimate_weapons_duration,copper,600,-7
enemy_level_skip,copper,600,-0.26
armored_enemies,silver,600,70
basic_ultimate_fast,silver,600,0.08
basic_ultimate_tank,silver,600,0.08
basic_ultimate_range,silver,600,0.04
basic_ultimate_boss,silver,600,0.01
basic_ultimate_protector,silver,600,0.01
boss_ultimate,silver,600,0.75
death_defy_down,silver,600,-0.22
death_ray_resistance,silver,600,0.1
enemy_attack_speed,silver,600,3.5
energy_shields_down,silver,600,0.7
enemy_speed,silver,600,1.8
fast_ultimate,silver,600,8
more_bosses,silver,600,6
more_enemies,silver,600,0.7
knockback_resistance,silver,600,0.3
orb_resistance,silver,600,0.05
plasma_cannon_resistance,silver,600,0.3
protector_ultimate,silver,600,210
ranged_ultimate_tower_disable_time,silver,600,0.8
tank_ultimate,silver,600,225
thorns_resistance,silver,600,0.3
ultimate_weapons_duration,silver,600,-7
enemy_level_skip,silver,600,-0.26
armored_enemies,gold,600,70
basic_ultimate_fast,gold,600,0.08
basic_ultimate_tank,gold,600,0.08
basic_ultimate_range,gold,600,0.04
basic_ultimate_boss,gold,600,0.01
basic_ultimate_protector,gold,600,0.01
boss_ultimate,gold,600,0.75
death_defy_down,gold,600,-0.22
death_ray_resistance,gold,600,0.1
enemy_attack_speed,gold,600,3.5
energy_shields_down,gold,600,0.7
enemy_speed,gold,600,1.8
fast_ultimate,gold,600,8
more_bosses,gold,600,6
more_enemies,gold,600,0.7
knockback_resistance,gold,600,0.3
orb_resistance,gold,600,0.05
plasma_cannon_resistance,gold,600,0.3
protector_ultimate,gold,600,210
ranged_ultimate_tower_disable_time,gold,600,0.8
tank_ultimate,gold,600,225
thorns_resistance,gold,600,0.3
ultimate_weapons_duration,gold,600,-7
enemy_level_skip,gold,600,-0.26
armored_enemies,platinum,600,70
basic_ultimate_fast,platinum,600,0.08
basic_ultimate_tank,platinum,600,0.08
basic_ultimate_range,platinum,600,0.04
basic_ultimate_boss,platinum,600,0.01
basic_ultimate_protector,platinum,600,0.01
boss_ultimate,platinum,600,0.75
death_defy_down,platinum,600,-0.22
death_ray_resistance,platinum,600,0.1
enemy_attack_speed,platinum,600,3.5
energy_shields_down,platinum,600,0.7
enemy_speed,platinum,600,1.8
fast_ultimate,platinum,600,8
more_bosses,platinum,600,6
more_enemies,platinum,600,0.7
knockback_resistance,platinum,600,0.3
orb_resistance,platinum,600,0.05
plasma_cannon_resistance,platinum,600,0.3
protector_ultimate,platinum,600,210
ranged_ultimate_tower_disable_time,platinum,600,0.8
tank_ultimate,platinum,600,225
thorns_resistance,platinum,600,0.3
ultimate_weapons_duration,platinum,600,-7
enemy_level_skip,platinum,600,-0.26
armored_enemies,champion,600,70
basic_ultimate_fast,champion,600,0.08
basic_ultimate_tank,champion,600,0.08
basic_ultimate_range,champion,600,0.04
basic_ultimate_boss,champion,600,0.01
basic_ultimate_protector,champion,600,0.01
boss_ultimate,champion,600,0.75
death_defy_down,champion,600,-0.22
death_ray_resistance,champion,600,0.1
enemy_attack_speed,champion,600,3.5
energy_shields_down,champion,600,0.7
enemy_speed,champion,600,1.8
fast_ultimate,champion,600,8
more_bosses,champion,600,6
more_enemies,champion,600,0.7
knockback_resistance,champion,600,0.3
orb_resistance,champion,600,0.05
plasma_cannon_resistance,champion,600,0.3
protector_ultimate,champion,600,210
ranged_ultimate_tower_disable_time,champion,600,0.8
tank_ultimate,champion,600,225
thorns_resistance,champion,600,0.3
ultimate_weapons_duration,champion,600,-7
enemy_level_skip,champion,600,-0.26
armored_enemies,legend,600,70
basic_ultimate_fast,legend,600,0.08
basic_ultimate_tank,legend,600,0.08
basic_ultimate_range,legend,600,0.04
basic_ultimate_boss,legend,600,0.01
basic_ultimate_protector,legend,600,0.01
boss_ultimate,legend,600,0.75
death_defy_down,legend,600,-0.22
death_ray_resistance,legend,600,0.1
enemy_attack_speed,legend,600,3.5
energy_shields_down,legend,600,0.7
enemy_speed,legend,600,1.8
fast_ultimate,legend,600,8
more_bosses,legend,600,6
more_enemies,legend,600,0.7
knockback_resistance,legend,600,0.3
orb_resistance,legend,600,0.05
plasma_cannon_resistance,legend,600,0.3
protector_ultimate,legend,600,210
ranged_ultimate_tower_disable_time,legend,600,0.8
tank_ultimate,legend,600,225
thorns_resistance,legend,600,0.3
ultimate_weapons_duration,legend,600,-7
enemy_level_skip,legend,600,-0.26
armored_enemies,copper,700,80
basic_ultimate_fast,copper,700,0.08
basic_ultimate_tank,copper,700,0.08
basic_ultimate_range,copper,700,0.04
basic_ultimate_boss,copper,700,0.01
basic_ultimate_protector,copper,700,0.01
boss_ultimate,copper,700,0.8
death_defy_down,copper,700,-0.24
death_ray_resistance,copper,700,0.07
enemy_attack_speed,copper,700,4
energy_shields_down,copper,700,0.8
enemy_speed,copper,700,1.86
fast_ultimate,copper,700,8
more_bosses,copper,700,6
more_enemies,copper,700,0.8
knockback_resistance,copper,700,0.25
orb_resistance,copper,700,0.04
plasma_cannon_resistance,copper,700,0.25
protector_ultimate,copper,700,240
ranged_ultimate_tower_disable_time,copper,700,0.8
tank_ultimate,copper,700,240
thorns_resistance,copper,700,0.25
ultimate_weapons_duration,copper,700,-8
enemy_level_skip,copper,700,-0.28
armored_enemies,silver,700,80
basic_ultimate_fast,silver,700,0.08
basic_ultimate_tank,silver,700,0.08
basic_ultimate_range,silver,700,0.04
basic_ultimate_boss,silver,700,0.01
basic_ultimate_protector,silver,700,0.01
boss_ultimate,silver,700,0.8
death_defy_down,silver,700,-0.24
death_ray_resistance,silver,700,0.07
enemy_attack_speed,silver,700,4
energy_shields_down,silver,700,0.8
enemy_speed,silver,700,1.86
fast_ultimate,silver,700,8
more_bosses,silver,700,6
more_enemies,silver,700,0.8
knockback_resistance,silver,700,0.25
orb_resistance,silver,700,0.04
plasma_cannon_resistance,silver,700,0.25
protector_ultimate,silver,700,240
ranged_ultimate_tower_disable_time,silver,700,0.8
tank_ultimate,silver,700,240
thorns_resistance,silver,700,0.25
ultimate_weapons_duration,silver,700,-8
enemy_level_skip,silver,700,-0.28
armored_enemies,gold,700,80
basic_ultimate_fast,gold,700,0.08
basic_ultimate_tank,gold,700,0.08
basic_ultimate_range,gold,700,0.04
basic_ultimate_boss,gold,700,0.01
basic_ultimate_protector,gold,700,0.01
boss_ultimate,gold,700,0.8
death_defy_down,gold,700,-0.24
death_ray_resistance,gold,700,0.07
enemy_attack_speed,gold,700,4
energy_shields_down,gold,700,0.8
enemy_speed,gold,700,1.86
fast_ultimate,gold,700,8
more_bosses,gold,700,6
more_enemies,gold,700,0.8
knockback_resistance,gold,700,0.25
orb_resistance,gold,700,0.04
plasma_cannon_resistance,gold,700,0.25
protector_ultimate,gold,700,240
ranged_ultimate_tower_disable_time,gold,700,0.8
tank_ultimate,gold,700,240
thorns_resistance,gold,700,0.25
ultimate_weapons_duration,gold,700,-8
enemy_level_skip,gold,700,-0.28
armored_enemies,platinum,700,80
basic_ultimate_fast,platinum,700,0.08
basic_ultimate_tank,platinum,700,0.08
basic_ultimate_range,platinum,700,0.04
basic_ultimate_boss,platinum,700,0.01
basic_ultimate_protector,platinum,700,0.01
boss_ultimate,platinum,700,0.8
death_defy_down,platinum,700,-0.24
death_ray_resistance,platinum,700,0.07
enemy_attack_speed,platinum,700,4
energy_shields_down,platinum,700,0.8
enemy_speed,platinum,700,1.86
fast_ultimate,platinum,700,8
more_bosses,platinum,700,6
more_enemies,platinum,700,0.8
knockback_resistance,platinum,700,0.25
orb_resistance,platinum,700,0.04
plasma_cannon_resistance,platinum,700,0.25
protector_ultimate,platinum,700,240
ranged_ultimate_tower_disable_time,platinum,700,0.8
tank_ultimate,platinum,700,240
thorns_resistance,platinum,700,0.25
ultimate_weapons_duration,platinum,700,-8
enemy_level_skip,platinum,700,-0.28
armored_enemies,champion,700,80
basic_ultimate_fast,champion,700,0.08
basic_ultimate_tank,champion,700,0.08
basic_ultimate_range,champion,700,0.04
basic_ultimate_boss,champion,700,0.01
basic_ultimate_protector,champion,700,0.01
boss_ultimate,champion,700,0.8
death_defy_down,champion,700,-0.24
death_ray_resistance,champion,700,0.07
enemy_attack_speed,champion,700,4
energy_shields_down,champion,700,0.8
enemy_speed,champion,700,1.86
fast_ultimate,champion,700,8
more_bosses,champion,700,6
more_enemies,champion,700,0.8
knockback_resistance,champion,700,0.25
orb_resistance,champion,700,0.04
plasma_cannon_resistance,champion,700,0.25
protector_ultimate,champion,700,240
ranged_ultimate_tower_disable_time,champion,700,0.8
tank_ultimate,champion,700,240
thorns_resistance,champion,700,0.25
ultimate_weapons_duration,champion,700,-8
enemy_level_skip,champion,700,-0.28
armored_enemies,legend,700,80
basic_ultimate_fast,legend,700,0.08
basic_ultimate_tank,legend,700,0.08
basic_ultimate_range,legend,700,0.04
basic_ultimate_boss,legend,700,0.01
basic_ultimate_protector,legend,700,0.01
boss_ultimate,legend,700,0.8
death_defy_down,legend,700,-0.24
death_ray_resistance,legend,700,0.07
enemy_attack_speed,legend,700,4
energy_shields_down,legend,700,0.8
enemy_speed,legend,700,1.86
fast_ultimate,legend,700,8
more_bosses,legend,700,6
more_enemies,legend,700,0.8
knockback_resistance,legend,700,0.25
orb_resistance,legend,700,0.04
plasma_cannon_resistance,legend,700,0.25
protector_ultimate,legend,700,240
ranged_ultimate_tower_disable_time,legend,700,0.8
tank_ultimate,legend,700,240
thorns_resistance,legend,700,0.25
ultimate_weapons_duration,legend,700,-8
enemy_level_skip,legend,700,-0.28
armored_enemies,copper,800,90
basic_ultimate_fast,copper,800,0.09
basic_ultimate_tank,copper,800,0.09
basic_ultimate_range,copper,800,0.05
basic_ultimate_boss,copper,800,0.01
basic_ultimate_protector,copper,800,0.01
boss_ultimate,copper,800,0.85
death_defy_down,copper,800,-0.26
death_ray_resistance,copper,800,0.04
enemy_attack_speed,copper,800,4.25
energy_shields_down,copper,800,0.9
enemy_speed,copper,800,1.92
fast_ultimate,copper,800,9
more_bosses,copper,800,6
more_enemies,copper,800,0.85
knockback_resistance,copper,800,0.2
orb_resistance,copper,800,0.03
plasma_cannon_resistance,copper,800,0.2
protector_ultimate,copper,800,270
ranged_ultimate_tower_disable_time,copper,800,0.9
tank_ultimate,copper,800,255
thorns_resistance,copper,800,0.2
ultimate_weapons_duration,copper,800,-8
enemy_level_skip,copper,800,-0.3
armored_enemies,silver,800,90
basic_ultimate_fast,silver,800,0.09
basic_ultimate_tank,silver,800,0.09
basic_ultimate_range,silver,800,0.05
basic_ultimate_boss,silver,800,0.01
basic_ultimate_protector,silver,800,0.01
boss_ultimate,silver,800,0.85
death_defy_down,silver,800,-0.26
death_ray_resistance,silver,800,0.04
enemy_attack_speed,silver,800,4.25
energy_shields_down,silver,800,0.9
enemy_speed,silver,800,1.92
fast_ultimate,silver,800,9
more_bosses,silver,800,6
more_enemies,silver,800,0.85
knockback_resistance,silver,800,0.2
