uw_name,level_index,value,cost,provenance,track_name
Spotlight,39,,39,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Multiplier
Spotlight,40,,40,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Multiplier
Spotlight,41,,41,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Multiplier
Spotlight,42,,42,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Multiplier
Spotlight,43,,43,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Multiplier
Spotlight,44,,44,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Multiplier
Spotlight,45,,45,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Multiplier
Spotlight,46,,46,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Multiplier
Spotlight,47,,47,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Multiplier
Spotlight,48,,48,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Multiplier
Spotlight,49,,49,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Multiplier
Spotlight,50,,50,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Multiplier
Spotlight,51,,51,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Multiplier
Spotlight,52,,52,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Multiplier
Spotlight,53,,53,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Multiplier
Spotlight,54,,54,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Multiplier
Spotlight,55,,55,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Multiplier
Spotlight,56,,56,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Multiplier
Spotlight,57,,57,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Multiplier
Spotlight,58,,58,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Multiplier
Spotlight,59,,59,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Multiplier
Spotlight,60,,60,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Multiplier
Spotlight,0,0.0,0,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Angle
Spotlight,1,1.0,1,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Angle
Spotlight,2,2.0,2,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Angle
Spotlight,3,3.0,3,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Angle
Spotlight,4,4.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Angle
Spotlight,5,5.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Angle
Spotlight,6,6.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Angle
Spotlight,7,7.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Angle
Spotlight,8,8.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Angle
Spotlight,9,9.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Angle
Spotlight,10,10.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Angle
Spotlight,11,11.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Angle
Spotlight,12,12.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Angle
Spotlight,13,13.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Angle
Spotlight,14,14.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Angle
Spotlight,15,15.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Angle
Spotlight,16,16.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Angle
Spotlight,17,17.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Angle
Spotlight,18,18.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Angle
Spotlight,19,19.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Angle
Spotlight,20,20.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Angle
Spotlight,21,21.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Angle
Spotlight,22,22.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Angle
Spotlight,23,23.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Angle
Spotlight,24,24.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Angle
Spotlight,25,25.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Angle
Spotlight,26,26.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Angle
Spotlight,27,27.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Angle
Spotlight,28,28.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Angle
Spotlight,29,29.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Angle
Spotlight,30,30.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Angle
Spotlight,31,31.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Angle
Spotlight,32,32.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Angle
Spotlight,33,33.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Angle
Spotlight,34,34.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Angle
Spotlight,35,35.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Angle
Spotlight,36,36.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Angle
Spotlight,37,37.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Angle
Spotlight,38,38.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Angle
Spotlight,39,39.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Angle
Spotlight,40,40.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Angle
Spotlight,41,41.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Angle
Spotlight,42,42.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Angle
Spotlight,43,43.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Angle
Spotlight,44,44.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Angle
Spotlight,45,45.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Angle
Spotlight,46,46.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Angle
Spotlight,47,47.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Angle
Spotlight,48,48.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Angle
Spotlight,49,49.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Angle
Spotlight,50,50.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Angle
Spotlight,51,51.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Angle
Spotlight,52,52.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Angle
Spotlight,53,53.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Angle
Spotlight,54,54.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Angle
Spotlight,55,55.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Angle
Spotlight,56,56.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Angle
Spotlight,57,57.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Angle
Spotlight,58,58.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Angle
Spotlight,59,59.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Angle
Spotlight,60,60.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Angle
Spotlight,0,0.0,,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Quantity
Spotlight,1,1.0,0,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Quantity
Spotlight,2,2.0,1,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Quantity
Spotlight,3,3.0,2,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Quantity
Spotlight,4,,3,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Quantity
Spotlight,5,,4,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Quantity
Spotlight,6,,5,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Quantity
Spotlight,7,,6,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Quantity
Spotlight,8,,7,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Quantity
Spotlight,9,,8,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Quantity
Spotlight,10,,9,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Quantity
Spotlight,11,,10,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Quantity
Spotlight,12,,11,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Quantity
Spotlight,13,,12,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Quantity
Spotlight,14,,13,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Quantity
Spotlight,15,,14,Effective Paths Data_Val_Tables token columns (tests fixture snapshot).,Quantity
